"","FeatureName","FeatureID","AvgRank"
"201","cg19760323",4380,537.6
"202","cg10812733",2530,538.8
"203","cg17723597",3997,539.2
"204","cg05545808",1408,540.4
"205","cg25669900",5508,541.4
"206","cg04422625",1132,541.8
"207","cg02907176",752,542
"208","cg13234275",3054,543.6
"209","cg15909006",3612,543.6
"210","cg23104227",4985,543.8
"211","cg09495207",2248,548.2
"212","cg12169977",2820,548.8
"213","cg14093570",3257,549
"214","cg11608241",2693,550.2
"215","cg00673020",167,553.4
"216","cg19931348",4413,553.4
"217","cg08439468",2025,556
"218","cg00591980",151,556.2
"219","cg03314548",858,557.2
"220","cg06584503",1605,557.8
"221","cg14488661",3348,558
"222","cg13057857",3011,558.4
"223","cg23273333",5028,562.4
"224","cg07909292",1904,564.2
"225","cg24983105",5381,564.6
"226","cg09728506",2291,565
"227","cg04645049",1183,566.4
"228","cg09840174",2315,566.8
"229","cg07015465",1699,567.6
"230","cg02939781",765,567.8
"231","cg19759228",4378,568.2
"232","cg05153380",1304,568.8
"233","cg19118212",4261,569
"234","cg24994111",5385,572
"235","cg26544377",5673,572.4
"236","cg24372565",5248,574
"237","cg12605679",2931,577
"238","cg11368502",2647,579
"239","cg23141902",4992,580.2
"240","cg26588076",5687,581.6
"241","cg21599089",4719,582
"242","cg04495299",1156,582.4
"243","cg00811081",201,584
"244","cg19599251",4342,590.6
"245","cg05027972",1276,591.8
"246","cg15880846",3607,592.2
"247","cg00520612",130,592.8
"248","cg23025654",4971,596
"249","cg04873026",1239,598.6
"250","cg06869965",1669,604.4
"251","cg24477401",5269,613.4
"252","cg15188908",3488,614.8
"253","cg15830431",3595,617.2
"254","cg04929173",1256,619.8
"255","cg27067158",5785,622.6
"256","cg10128894",2391,624
"257","cg25359978",5455,624.6
"258","cg12683342",2947,625.2
"259","cg00995807",246,626.2
"260","cg17174023",3893,626.4
"261","cg05087659",1287,626.8
"262","cg23490638",5069,630.8
"263","cg01781805",454,631.2
"264","cg16015395",3631,633.4
"265","cg23949969",5157,633.8
"266","cg17846100",4027,635.4
"267","cg19128723",4262,644.6
"268","cg01353608",347,652.2
"269","cg10684686",2507,655.8
"270","cg00859877",213,657
"271","cg24254196",5229,661.4
"272","cg24525646",5282,662.6
"273","cg25538984",5485,663.6
"274","cg06602498",1610,665.6
"275","cg10753889",2517,671.2
"276","cg16707400",3803,672.2
"277","cg22645161",4908,675.4
"278","cg27215033",5811,678.2
"279","cg12475879",2895,678.6
"280","cg03735916",970,680.6
"281","cg14696662",3398,681.2
"282","cg22531904",4894,683.2
"283","cg02956522",769,685.2
"284","cg17056317",3864,691
"285","cg12732805",2955,693.4
"286","cg00372692",88,696.4
"287","cg15433798",3534,700.8
"288","cg08500017",2042,701
"289","cg01858866",476,701.6
"290","cg24524366",5281,703
"291","cg06485603",1586,704
"292","cg10257671",2418,705.6
"293","cg05312278",1348,709
"294","cg00693004",169,710
"295","cg26361757",5639,712.4
"296","cg01504705",383,712.8
"297","cg23322676",5043,714
"298","cg03089717",813,716.4
"299","cg17918906",4044,719.4
"300","cg26547236",5676,723.4
"301","cg19866325",4400,725.2
"302","cg15731108",3581,725.4
"303","cg20815026",4576,727.2
"304","cg07201475",1747,732.4
"305","cg04738552",1199,734.6
"306","cg02768863",708,736
"307","cg08579916",2059,737.4
"308","cg02617132",666,737.6
"309","cg24307799",5239,738.6
"310","cg26879945",5749,742.6
"311","cg00533620",135,742.8
"312","cg26343563",5634,743.6
"313","cg14256511",3295,747
"314","cg13502931",3107,747.2
"315","cg22611980",4905,748.6
"316","cg15262352",3499,749.8
"317","cg22381196",4865,750.8
"318","cg03641469",937,751.2
"319","cg06158184",1531,752.2
"320","cg22586236",4902,752.6
"321","cg18322765",4112,753.6
"322","cg22062231",4795,755.6
"323","cg02823132",724,756
"324","cg13860981",3195,756.8
"325","cg08895440",2119,762.2
"326","cg22237988",4832,762.8
"327","cg03208016",833,767.8
"328","cg06428288",1574,767.8
"329","cg14412317",3332,771.4
"330","cg18645101",4178,771.4
"331","cg09701880",2286,776.6
"332","cg24417845",5261,777
"333","cg26277709",5622,779
"334","cg19378537",4309,779.2
"335","cg02962602",773,780.2
"336","cg16073846",3645,781
"337","cg20831741",4581,781.8
"338","cg23973801",5162,781.8
"339","cg19636627",4350,784.4
"340","cg11142944",2602,785
"341","cg03272225",848,785.2
"342","cg01613337",411,792.6
"343","cg14163444",3272,795.2
"344","cg06330797",1557,795.8
"345","cg00863099",215,799.6
"346","cg13256308",3057,801.6
"347","cg04012896",1048,803.2
"348","cg17707966",3993,803.2
"349","cg04438814",1135,804.2
"350","cg08683012",2082,806.4
"351","cg07351592",1787,806.6
"352","cg03001484",786,807.2
"353","cg22128918",4805,807.6
"354","cg26296781",5626,808.6
"355","cg08564027",2055,808.8
"356","cg05417285",1373,809.6
"357","cg13735757",3164,812.4
"358","cg01266338",320,813
"359","cg03047121",805,814.2
"360","cg15605448",3564,815.4
"361","cg10206873",2412,815.8
"362","cg14440550",3338,817.8
"363","cg05129817",1295,818.4
"364","cg22127027",4804,819.8
"365","cg16008273",3629,820
"366","cg21581287",4715,823.2
"367","cg07264682",1763,823.8
"368","cg10633147",2502,828.8
"369","cg20197130",4462,829.4
"370","cg08612140",2066,830.2
"371","cg00906147",229,831.6
"372","cg15586393",3558,832.4
"373","cg13559478",3118,834.8
"374","cg07257649",1761,836.4
"375","cg22175178",4820,838.2
"376","cg25719439",5522,843
"377","cg14866419",3426,845.2
"378","cg13468400",3100,847
"379","cg14156650",3271,847.6
"380","cg21209815",4653,848.6
"381","cg21499430",4704,849.8
"382","cg18289303",4106,852.2
"383","cg16143007",3660,853.8
"384","cg10197546",2410,856.8
"385","cg27239243",5818,857.4
"386","cg02782630",712,857.6
"387","cg20208133",4466,858.6
"388","cg01890726",486,862
"389","cg25371692",5459,864.4
"390","cg26284390",5625,864.6
"391","cg23827657",5133,865.4
"392","cg24267428",5232,866.6
"393","cg16581271",3761,871.2
"394","cg03521258",907,874.6
"395","cg20997463",4616,879.6
"396","cg01663968",423,880.8
"397","cg09119244",2160,886.4
"398","cg16555184",3756,889.2
"399","cg05571310",1412,889.4
"400","cg20618651",4535,889.8
"401","cg15247031",3496,890.8
"402","cg17052816",3862,890.8
"403","cg27561306",5885,891.2
"404","cg11330362",2637,891.4
"405","cg09214175",2186,892
"406","cg11314779",2634,893.2
"407","cg06991148",1696,896
"408","cg14573833",3370,896
"409","cg09047734",2145,896.2
"410","cg14460715",3343,900
"411","cg00946753",235,902.4
"412","cg00705805",172,904
"413","cg07950469",1913,906.2
"414","cg07624915",1849,907.4
"415","cg19750232",4376,907.6
"416","cg08474901",2034,908.6
"417","cg14640149",3391,909.4
"418","cg00563090",142,910.4
"419","cg20406635",4494,911.2
"420","cg06909932",1679,915
"421","cg02207779",565,915.2
"422","cg24149364",5204,916
"423","cg17439158",3943,916.2
"424","cg13802506",3180,916.6
"425","cg21243939",4662,918.8
"426","cg18908499",4230,920
"427","cg18650367",4180,922.2
"428","cg14904697",3432,923.6
"429","cg08380262",2013,923.8
"430","cg19101460",4258,924
"431","cg01839954",473,929.4
"432","cg25693317",5515,930.2
"433","cg06866375",1666,931.2
"434","cg24873093",5363,934.8
"435","cg20020143",4434,935.6
"436","cg02277850",582,937.2
"437","cg02500917",632,938.4
"438","cg22271663",4839,939
"439","cg23690302",5100,940.4
"440","cg10265258",2422,940.8
"441","cg24265969",5231,940.8
"442","cg09093035",2157,941.4
"443","cg22654949",4912,943
"444","cg10396177",2448,943.8
"445","cg09325384",2215,944.4
"446","cg08863777",2115,945.2
"447","cg18035897",4068,946
"448","cg02779164",710,948.8
"449","cg10976623",2567,953.6
"450","ch.19.1528169R",5912,954
"451","cg01894846",488,956
"452","cg07985933",1919,958.8
"453","cg17958423",4052,960.8
"454","cg21881537",4755,960.8
"455","cg06963711",1691,961
"456","cg24082174",5188,961.4
"457","cg00454592",113,961.6
"458","cg05861030",1468,962.4
"459","cg18363143",4122,962.4
"460","cg04986781",1267,970.8
"461","cg05784157",1459,971.2
"462","cg01076217",265,972
"463","cg26429629",5656,976.8
"464","cg26118221",5588,977.6
"465","cg20431676",4501,986.4
"466","cg11186593",2610,987
"467","cg07505478",1825,987.4
"468","cg02119792",540,988.6
"469","cg00869989",218,992.4
"470","cg16900589",3835,995.2
"471","cg02973644",777,997.8
"472","cg27454300",5864,998.8
"473","cg22721765",4924,1002.6
"474","cg24073051",5187,1006
"475","cg01817009",467,1008.8
"476","cg05011113",1272,1009.2
"477","cg10183671",2407,1009.8
"478","cg03585974",925,1013.4
"479","cg10068432",2372,1013.8
"480","cg15467759",3542,1014
"481","cg05357320",1359,1015.6
"482","cg14487075",3347,1018
"483","cg13922451",3214,1019.4
"484","cg00313795",78,1019.6
"485","cg13741394",3169,1019.8
"486","cg23547286",5080,1021.2
"487","cg17115250",3880,1021.4
"488","cg02386599",608,1024.4
"489","cg25968394",5558,1027.2
"490","ch.5.1829349R",5919,1027.4
"491","cg14356919",3319,1028.6
"492","cg16735901",3810,1028.6
"493","cg05977191",1502,1028.8
"494","cg20572882",4528,1029.6
"495","cg17155577",3887,1031.4
"496","cg01723291",438,1032.2
"497","cg26988241",5769,1032.6
"498","cg17344770",3926,1034.2
"499","cg21412748",4692,1038.4
"500","cg26569395",5682,1039.4
"501","cg13149442",3035,1040.2
"502","cg23906224",5148,1043.6
"503","cg27130630",5796,1044.6
"504","cg04202002",1088,1045.4
"505","cg01019028",253,1047
"506","cg24955114",5377,1047.8
"507","cg00990974",244,1049.6
"508","cg19305040",4286,1050.2
"509","cg13555817",3116,1051.2
"510","cg26071746",5577,1052.4
"511","cg08205843",1971,1054.8
"512","cg03659012",943,1058.2
"513","cg07356515",1789,1058.6
"514","cg03092271",815,1060.8
"515","cg03573961",921,1061.2
"516","cg08170869",1959,1061.2
"517","cg24540710",5284,1064
"518","cg19424343",4319,1064.6
"519","cg04980291",1265,1067.4
"520","cg03392753",876,1069.8
"521","cg09821112",2312,1069.8
"522","cg26735215",5717,1070.4
"523","cg02720091",697,1071.2
"524","cg04757806",1209,1074.6
"525","cg15039826",3451,1079
"526","cg12076012",2793,1082.4
"527","cg15607367",3565,1082.4
"528","cg18363268",4123,1084.6
"529","cg23255912",5025,1084.8
"530","cg13835894",3187,1085.4
"531","cg16555504",3757,1085.6
"532","cg13041597",3007,1089.2
"533","cg23729050",5110,1095.4
"534","cg19954348",4417,1099.2
"535","cg19832565",4392,1100
"536","cg04254693",1104,1101
"537","cg21532913",4710,1101
"538","cg03560597",917,1101.8
"539","cg07823688",1886,1101.8
"540","cg20197861",4463,1102.2
"541","cg18618429",4172,1103.4
"542","cg25414370",5470,1103.6
"543","cg13664964",3148,1104
"544","cg19419054",4318,1106.4
"545","cg12292402",2843,1108
"546","cg02794984",718,1108.8
"547","cg10224037",2415,1109.6
"548","cg14286443",3302,1112.4
"549","cg19082359",4256,1114.2
"550","cg27183030",5805,1114.6
"551","cg21848700",4746,1114.8
"552","cg22755008",4927,1115.4
"553","cg14950301",3439,1117
"554","cg07350311",1786,1117.6
"555","cg05608383",1422,1118.8
"556","cg05886241",1477,1119.2
"557","cg03926906",1020,1119.8
"558","cg10456168",2463,1119.8
"559","cg16489610",3738,1120.2
"560","cg16989822",3847,1124.4
"561","cg16645983",3781,1128
"562","cg11437226",2663,1129.2
"563","cg14426517",3334,1130.4
"564","cg16195569",3675,1130.4
"565","cg17993296",4058,1132.6
"566","cg24509331",5277,1133.6
"567","cg01835436",471,1134
"568","cg04230699",1099,1137.6
"569","cg11316510",2636,1138.4
"570","cg11714200",2723,1141.2
"571","cg15494556",3548,1144.2
"572","cg25010880",5386,1144.6
"573","cg11107205",2589,1145.6
"574","cg26310429",5627,1146.2
"575","cg26573923",5684,1148
"576","cg27561452",5886,1149.2
"577","cg27279968",5827,1149.4
"578","cg01338296",343,1152.2
"579","cg23496314",5071,1154.8
"580","cg25283577",5438,1157
"581","cg12199378",2827,1158.2
"582","cg23287906",5034,1158.6
"583","cg16700025",3799,1160.2
"584","cg08440920",2026,1160.6
"585","cg15991207",3624,1160.8
"586","cg22507989",4886,1161
"587","cg23894227",5146,1163
"588","cg05355167",1358,1163.6
"589","cg18576635",4160,1164.2
"590","cg23881693",5142,1166.2
"591","cg02250553",578,1166.8
"592","cg12299303",2846,1167
"593","cg21080246",4627,1167.2
"594","cg12419685",2876,1168.4
"595","cg11447162",2664,1168.6
"596","cg19802542",4386,1168.6
"597","cg23963397",5159,1169
"598","cg09275408",2203,1169.4
"599","cg13160874",3040,1169.4
"600","cg12190841",2823,1170
"601","cg27542038",5883,1173.2
"602","cg10894441",2549,1173.8
"603","cg23110353",4987,1174
"604","cg19776611",4382,1174.4
"605","cg23252587",5024,1176.6
"606","cg07064592",1712,1177
"607","cg09294136",2209,1177.4
"608","cg27027375",5777,1178.4
"609","cg10409253",2454,1178.6
"610","cg16679543",3790,1179
"611","cg19973121",4424,1180.4
"612","cg00979195",240,1181.6
"613","cg16478792",3736,1182.8
"614","cg19551225",4332,1183.6
"615","cg09149246",2167,1187.2
"616","cg07746818",1872,1188.8
"617","cg13601161",3133,1190.2
"618","cg26656175",5698,1190.8
"619","cg21913981",4764,1191.6
"620","cg20621463",4536,1192.2
"621","cg10438552",2458,1192.8
"622","cg03854198",1003,1194
"623","cg09748770",2293,1198.6
"624","cg07693238",1865,1198.8
"625","cg15097762",3469,1208.6
"626","cg21341785",4679,1209.6
"627","cg19185339",4268,1212
"628","cg03659153",944,1212.4
"629","cg12544411",2913,1212.6
"630","cg00735667",181,1213.2
"631","cg14858951",3423,1214.6
"632","cg02233750",573,1217.8
"633","cg13855261",3192,1221.6
"634","cg09085417",2155,1223.8
"635","cg11923207",2766,1224.8
"636","cg21995068",4785,1226.2
"637","cg15391491",3526,1227
"638","cg06969622",1692,1231
"639","cg10782811",2522,1237
"640","cg10874556",2543,1237.2
"641","cg19754536",4377,1238.6
"642","cg02685016",689,1238.8
"643","cg15458801",3541,1238.8
"644","cg20180562",4461,1239.4
"645","cg25203031",5422,1241
"646","cg01101058",272,1242.2
"647","cg26905826",5753,1242.6
"648","cg04554131",1160,1244.2
"649","cg15247500",3497,1245.8
"650","cg02893019",747,1247
"651","cg21233897",4657,1249.6
"652","cg10926512",2554,1250
"653","cg15415509",3532,1251.2
"654","cg06032540",1511,1252.8
"655","cg18079845",4077,1257.2
"656","cg20459430",4511,1258.8
"657","cg05480730",1387,1261.2
"658","cg18289746",4107,1264.2
"659","cg23238851",5021,1267.6
"660","cg00383384",94,1268.6
"661","cg25649188",5505,1269.6
"662","cg16210324",3679,1274
"663","cg10182418",2406,1276.4
"664","cg16414691",3726,1277
"665","cg23316599",5040,1277.4
"666","cg00533835",136,1278
"667","cg02639931",672,1281
"668","cg09522056",2254,1281.6
"669","cg07532758",1836,1283.6
"670","cg16329897",3707,1287
"671","cg11518257",2675,1287.8
"672","cg18942213",4236,1290.6
"673","cg13862927",3196,1290.8
"674","cg19377234",4308,1291.2
"675","cg23780491",5122,1291.2
"676","cg07523442",1833,1294.4
"677","cg11502565",2672,1295.2
"678","cg00375457",90,1296.4
"679","cg09269013",2202,1298.4
"680","cg11012584",2571,1300.6
"681","cg16045340",3640,1301.2
"682","cg08703722",2086,1301.4
"683","cg17876050",4030,1302.8
"684","cg14635199",3389,1307.8
"685","cg01316071",334,1309.4
"686","cg08354106",2007,1309.4
"687","cg07049833",1706,1310
"688","cg06106126",1522,1311.8
"689","cg09921392",2342,1312.2
"690","cg21973370",4781,1312.8
"691","cg12832449",2972,1317.6
"692","cg22523078",4891,1317.8
"693","cg26429169",5655,1318.4
"694","cg04740558",1201,1318.8
"695","cg24090635",5190,1318.8
"696","cg19078574",4255,1319.8
"697","cg06757928",1639,1320
"698","cg16319142",3704,1326
"699","cg25153601",5414,1327
"700","cg16973568",3843,1330.8
"701","cg26610167",5690,1331
"702","cg03157610",826,1331.2
"703","cg08277259",1990,1333.4
"704","cg06937357",1684,1334.4
"705","cg26668626",5701,1334.4
"706","cg17400609",3937,1336
"707","cg05977934",1503,1336.6
"708","cg19405200",4316,1337.6
"709","cg18943588",4238,1342
"710","cg13891659",3205,1343.4
"711","cg20594765",4531,1343.6
"712","cg13370491",3077,1344.2
"713","cg03259887",843,1346
"714","cg04050020",1058,1346.8
"715","cg17534899",3967,1353
"716","cg15235798",3493,1353.2
"717","cg00611548",155,1353.4
"718","cg11779299",2736,1358
"719","cg01644972",417,1358.6
"720","cg01235463",309,1358.8
"721","cg07517909",1831,1363.6
"722","cg01269044",321,1366.4
"723","cg01349687",345,1366.6
"724","cg01819910",468,1367.2
"725","cg03216085",838,1368
"726","cg12257397",2836,1368.8
"727","cg22450693",4878,1371.4
"728","cg14620352",3382,1378
"729","cg18023065",4064,1378.6
"730","cg10527285",2480,1379
"731","cg23791524",5125,1379.6
"732","cg13438631",3090,1380.2
"733","cg24963810",5379,1383.8
"734","cg17349753",3927,1385.8
"735","cg00197191",50,1386
"736","cg22343275",4858,1389.6
"737","cg09992309",2357,1391
"738","cg18177616",4090,1391
"739","cg21090429",4628,1395
"740","cg09998474",2359,1395.4
"741","cg16746737",3812,1395.4
"742","cg03804206",990,1397
"743","cg07795790",1880,1397.4
"744","cg17226286",3907,1397.8
"745","cg01277072",325,1400
"746","cg14375163",3323,1402.6
"747","ch.10.5920188R",5905,1402.8
"748","cg06749789",1637,1404.6
"749","cg06349450",1560,1406.4
"750","cg10136452",2396,1408.6
"751","cg25815421",5538,1411
"752","cg26624105",5692,1412.8
"753","cg13903087",3209,1420.4
"754","cg06218622",1539,1422.6
"755","cg03021329",793,1425.2
"756","cg09478603",2244,1425.2
"757","cg10192736",2409,1425.8
"758","cg20351875",4486,1428.8
"759","cg20464068",4512,1430.2
"760","cg19909865",4407,1431.6
"761","cg13168187",3042,1431.8
"762","cg14595786",3374,1435.4
"763","cg27213872",5810,1435.6
"764","cg15309751",3509,1437.8
"765","cg19831698",4391,1438
"766","cg02358112",597,1438.4
"767","cg22042833",4792,1438.6
"768","cg24860970",5361,1438.8
"769","cg00527440",133,1439.4
"770","cg02459107",625,1440.6
"771","cg20741319",4562,1440.8
"772","cg19631845",4349,1442
"773","cg24312537",5240,1443.6
"774","cg09969018",2352,1450.2
"775","cg17354708",3929,1450.8
"776","cg19403339",4313,1452.8
"777","cg21579539",4714,1454
"778","cg25376593",5462,1454.8
"779","cg14917572",3436,1455.2
"780","cg20992330",4614,1457
"781","cg11074047",2585,1458.6
"782","cg00777537",194,1462.8
"783","cg04407317",1128,1463
"784","cg26591149",5688,1463.8
"785","cg00590251",150,1465.4
"786","cg05979819",1504,1466.2
"787","cg10309886",2433,1466.2
"788","cg17275432",3912,1466.2
"789","cg01264765",319,1467
"790","cg00162862",40,1469.4
"791","cg01400750",358,1475.2
"792","cg01765529",450,1476.2
"793","cg06480353",1585,1477.2
"794","cg27540823",5882,1477.8
"795","cg23220823",5014,1482
"796","cg18382341",4127,1482.4
"797","cg23550295",5081,1485.6
"798","cg04520047",1157,1486
"799","cg20553058",4525,1487.4
"800","cg04021548",1051,1488.6
"801","cg12482231",2896,1490.2
"802","cg18818048",4210,1490.4
"803","cg08411833",2017,1491.8
"804","cg02173067",555,1492.8
"805","cg23585251",5086,1496.4
"806","cg23829831",5134,1497.8
"807","cg21246991",4664,1498.2
"808","cg00853480",211,1500.6
"809","cg07776629",1877,1502.4
"810","cg24750752",5341,1502.4
"811","cg11344927",2642,1503
"812","cg13626505",3136,1503.2
"813","cg08282819",1993,1504
"814","cg01513909",386,1507.2
"815","cg01254303",314,1508
"816","cg04201527",1087,1508.2
"817","cg11240578",2623,1509
"818","cg03010388",789,1513.6
"819","cg21165029",4640,1513.8
"820","cg21324936",4677,1515
"821","cg08635931",2074,1515.6
"822","cg10074892",2374,1515.8
"823","cg22887748",4948,1516.6
"824","cg02197392",562,1521.2
"825","cg10126181",2389,1521.4
"826","cg13189687",3046,1522.8
"827","cg08724866",2090,1523.2
"828","cg21175585",4643,1523.2
"829","cg17785202",4010,1523.4
"830","cg10789601",2523,1525
"831","cg07253264",1759,1525.8
"832","cg05452625",1378,1528
"833","cg19676100",4362,1531.6
"834","cg10701252",2511,1536.2
"835","cg14728503",3406,1536.8
"836","cg22671580",4917,1537.2
"837","cg07522661",1832,1537.4
"838","cg26362576",5640,1539
"839","cg09888229",2331,1542
"840","cg25208258",5424,1542.4
"841","cg22392325",4867,1543
"842","cg04175833",1080,1545.8
"843","cg03889263",1012,1546.8
"844","cg25384595",5463,1547
"845","ch.9.122161992R",5926,1547.8
"846","cg24393602",5255,1549.8
"847","cg21484985",4703,1550.6
"848","cg11264584",2628,1554.2
"849","cg14541448",3362,1555.2
"850","cg04181038",1082,1555.4
"851","cg03884792",1009,1556.2
"852","cg18773354",4203,1556.2
"853","cg13081704",3015,1557.4
"854","cg21984020",4784,1558.2
"855","cg11846226",2754,1559.6
"856","cg13580029",3124,1560.8
"857","cg05656180",1427,1562
"858","cg10149326",2398,1562
"859","cg27560452",5884,1564.4
"860","cg24128998",5197,1564.6
"861","cg23821145",5131,1565.6
"862","cg22250642",4834,1566.2
"863","cg09418861",2230,1567.2
"864","cg07627464",1851,1567.4
"865","cg08727239",2092,1572
"866","cg14860857",3424,1572.6
"867","cg23128651",4989,1572.6
"868","cg26848478",5743,1574.8
"869","cg21573651",4712,1579.2
"870","cg18941031",4235,1581
"871","cg15648832",3570,1582.2
"872","cg01914838",493,1583.6
"873","cg26496920",5664,1585.4
"874","cg02811156",721,1587.2
