	ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalues	rank	leading_edge	core_enrichment
GO_REGULATION_OF_T_CELL_PROLIFERATION	GO_REGULATION_OF_T_CELL_PROLIFERATION	GO_REGULATION_OF_T_CELL_PROLIFERATION	97	-0.776135471437862	-1.78845016591943	0.00104384133611691	0.0358590726207414	0.0325852494377897	1940	tags=53%, list=13%, signal=46%	HLA-DRB5/IRF1/CD4/GNRH1/SYK/ICOSLG/IL6ST/IL23A/JAK3/TNFSF4/CORO1A/HLA-DMB/IGF1/RIPK3/CD209/HAVCR2/SASH3/VCAM1/NCKAP1L/IL18/CD86/IL6/LILRB2/IL1B/SPN/RASAL3/CD3E/SPTA1/ZAP70/IL12RB1/CD6/PTPRC/CD28/TNFRSF13C/CD244/CD274/PDCD1LG2/EBI3/LILRB1/PRKCQ/CD1D/CCL19/RLTPR/IL2RA/IL10/IL15/SLAMF1/CD40LG/CD80/IL12A/XCL1
GO_REGULATION_OF_LEUKOCYTE_MEDIATED_CYTOTOXICITY	GO_REGULATION_OF_LEUKOCYTE_MEDIATED_CYTOTOXICITY	GO_REGULATION_OF_LEUKOCYTE_MEDIATED_CYTOTOXICITY	37	-0.83636540682556	-1.78752489980095	0.00117096018735363	0.0358590726207414	0.0325852494377897	757	tags=54%, list=5%, signal=52%	IL23A/F2RL1/RIPK3/HAVCR2/IL12RB1/VAV1/PTPRC/PIK3R6/LAG3/LILRB1/RASGRP1/SLAMF6/CD226/KLRK1/IL7R/SH2D1A/CRTAM/IL12A/XCL1/STAP1
GO_REGULATION_OF_LEUKOCYTE_PROLIFERATION	GO_REGULATION_OF_LEUKOCYTE_PROLIFERATION	GO_REGULATION_OF_LEUKOCYTE_PROLIFERATION	138	-0.758590578816882	-1.78436818364038	0.00101729399796541	0.0358590726207414	0.0325852494377897	2057	tags=52%, list=13%, signal=46%	LYN/CSF1/HLA-DRB5/IRF1/CD4/GNRH1/VAV3/SYK/ICOSLG/IL6ST/IL23A/JAK3/TNFSF4/CORO1A/HLA-DMB/CD40/IGF1/RIPK3/CD209/FLT3LG/PRDM1/INPP5D/TLR4/CD300A/HAVCR2/SASH3/SOX11/VCAM1/TNFRSF4/LST1/NCKAP1L/NFATC2/IL18/CD86/IL6/LILRB2/IL1B/SPN/RASAL3/CD3E/SPTA1/ZAP70/IL12RB1/CD6/GPR183/PTPRC/CD28/TACR1/MNDA/TNFRSF13C/CD244/CD274/PDCD1LG2/EBI3/LILRB1/PRKCQ/CD1D/CCL19/RLTPR/IL7/IL2RA/MZB1/IL10/IL15/PTPN22/SLAMF1/CD40LG/CD80/CD38/IKZF3/IL12A/XCL1
GO_REGULATION_OF_LYMPHOCYTE_MEDIATED_IMMUNITY	GO_REGULATION_OF_LYMPHOCYTE_MEDIATED_IMMUNITY	GO_REGULATION_OF_LYMPHOCYTE_MEDIATED_IMMUNITY	77	-0.780741714619994	-1.78422857213964	0.00107296137339056	0.0358590726207414	0.0325852494377897	1918	tags=47%, list=13%, signal=41%	FCER1G/FCER1A/IL23A/TNFSF4/CD40/RIPK3/BTK/HAVCR2/C3/HFE/SASH3/IL1B/SPN/RSAD2/IL12RB1/VAV1/PTPRC/PIK3R6/CD28/TNF/LAG3/LILRB1/RASGRP1/SLAMF6/IL10/CD226/CR1/KLRK1/SLAMF1/IL7R/SH2D1B/SH2D1A/LTA/CRTAM/IL12A/XCL1
GO_POSITIVE_REGULATION_OF_LYMPHOCYTE_MEDIATED_IMMUNITY	GO_POSITIVE_REGULATION_OF_LYMPHOCYTE_MEDIATED_IMMUNITY	GO_POSITIVE_REGULATION_OF_LYMPHOCYTE_MEDIATED_IMMUNITY	49	-0.810125537177778	-1.78401015105034	0.00112866817155756	0.0358590726207414	0.0325852494377897	1918	tags=49%, list=13%, signal=43%	FCER1G/FCER1A/IL23A/TNFSF4/CD40/C3/SASH3/IL1B/RSAD2/IL12RB1/VAV1/CD28/TNF/LAG3/RASGRP1/SLAMF6/CD226/KLRK1/SH2D1B/SH2D1A/LTA/CRTAM/IL12A/XCL1
GO_LYMPHOCYTE_COSTIMULATION	GO_LYMPHOCYTE_COSTIMULATION	GO_LYMPHOCYTE_COSTIMULATION	49	-0.810055202990255	-1.78385526529653	0.00112866817155756	0.0358590726207414	0.0325852494377897	2260	tags=61%, list=15%, signal=52%	HLA-DRB1/HLA-DRA/LYN/HLA-DRB5/CD4/ICOSLG/DPP4/TNFSF4/CD86/CCL21/HLA-DQA2/GRAP2/SPN/CD3E/VAV1/CD28/TNFRSF13C/LCK/CD5/CD274/PDCD1LG2/CD247/CCL19/CD3D/ICOS/KLRK1/CD40LG/CD80/CD3G/BTLA
GO_REGULATION_OF_INTERFERON_GAMMA_PRODUCTION	GO_REGULATION_OF_INTERFERON_GAMMA_PRODUCTION	GO_REGULATION_OF_INTERFERON_GAMMA_PRODUCTION	63	-0.791677840192555	-1.78384696651193	0.00109529025191676	0.0358590726207414	0.0325852494377897	1940	tags=62%, list=13%, signal=54%	HLA-DRB5/AXL/TLR3/IL23A/TNFSF4/RIPK3/TLR4/HAVCR2/SASH3/IL33/IL18/IL1B/IRF8/CD3E/INHBA/IL12RB1/CD2/TLR9/TNF/TNFRSF13C/CD244/CCR7/CD274/PDCD1LG2/IL18R1/EBI3/LILRB1/RASGRP1/RLTPR/TICAM2/SLAMF6/TXK/IL10/PTPN22/KLRK1/SLAMF1/LTA/IL12A/XCL1
GO_POSITIVE_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS	GO_POSITIVE_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS	GO_POSITIVE_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS	110	-0.765762136076087	-1.78183526634398	0.0010351966873706	0.0358590726207414	0.0325852494377897	2057	tags=44%, list=13%, signal=38%	LYN/CCL2/FCER1G/FCER1A/MYB/SYK/IL23A/F2RL1/TNFSF4/HLA-DMB/CD40/FGR/FOXF1/TLR4/CD300A/C3/SASH3/IL33/TNFRSF4/CD86/IL6/IL1B/RSAD2/ZAP70/IL12RB1/VAV1/CD28/TNF/CD244/LAG3/CD84/LILRB1/RASGRP1/CCL19/SLAMF6/MZB1/CD226/KLRK1/IL13RA2/CD80/SH2D1B/SH2D1A/LTA/CRTAM/FFAR3/IL12A/XCL1/STAP1
GO_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY	GO_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY	GO_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY	21	-0.897785059289554	-1.77357862704767	0.00123915737298637	0.0358590726207414	0.0325852494377897	1174	tags=62%, list=8%, signal=57%	HAVCR2/VAV1/PIK3R6/LAG3/LILRB1/RASGRP1/SLAMF6/CD226/KLRK1/SH2D1B/SH2D1A/CRTAM/IL12A
GO_LEUKOCYTE_PROLIFERATION	GO_LEUKOCYTE_PROLIFERATION	GO_LEUKOCYTE_PROLIFERATION	57	-0.795038990670845	-1.77354709538895	0.00111111111111111	0.0358590726207414	0.0325852494377897	1731	tags=51%, list=11%, signal=45%	IL23A/F2RL1/TNFSF4/DOCK8/CD40/CLU/TLR4/SATB1/TNFRSF4/PLCL2/CD86/DOCK2/PTPRC/CD180/EBI3/LILRB1/CD79A/SLAMF6/IL10/IL15/PIK3CG/GAPT/SLAMF1/CD40LG/IL7R/CRTAM/FLT3/MS4A1/TNFSF11
GO_ANTIGEN_RECEPTOR_MEDIATED_SIGNALING_PATHWAY	GO_ANTIGEN_RECEPTOR_MEDIATED_SIGNALING_PATHWAY	GO_ANTIGEN_RECEPTOR_MEDIATED_SIGNALING_PATHWAY	128	-0.754563662794669	-1.77313563525919	0.00101936799184506	0.0358590726207414	0.0325852494377897	1940	tags=34%, list=13%, signal=30%	HLA-DRB1/HLA-DRA/LYN/HLA-DRB5/CD4/VAV3/SYK/LIME1/RFTN2/KLHL6/LAT/LCP2/FYB/NFAM1/CD79B/BTK/INPP5D/PRKCB/NCKAP1L/NFATC2/HLA-DQA2/DENND1B/GRAP2/CD3E/ZAP70/ITK/CACNB4/PTPRC/CD28/MNDA/LCK/PRKCQ/CD247/CD79A/CD3D/RLTPR/SLA2/TXK/SKAP1/CD38/CD3G/LAX1/BLK/THEMIS
GO_POSITIVE_REGULATION_OF_LYMPHOCYTE_DIFFERENTIATION	GO_POSITIVE_REGULATION_OF_LYMPHOCYTE_DIFFERENTIATION	GO_POSITIVE_REGULATION_OF_LYMPHOCYTE_DIFFERENTIATION	61	-0.789689893568804	-1.77158467246211	0.00110132158590308	0.0358590726207414	0.0325852494377897	1898	tags=51%, list=12%, signal=45%	AXL/MYB/ADAM8/SYK/GLI2/IL23A/TNFSF4/FLT3LG/PRDM1/BTK/INPP5D/SASH3/NCKAP1L/CD86/IL6/LILRB2/IL1B/ZAP70/IL12RB1/PIK3R6/CD27/RASGRP1/VNN1/CCL19/RLTPR/IL7/IL2RA/IL15/CD80/IL7R/IL12A
GO_TUMOR_NECROSIS_FACTOR_MEDIATED_SIGNALING_PATHWAY	GO_TUMOR_NECROSIS_FACTOR_MEDIATED_SIGNALING_PATHWAY	GO_TUMOR_NECROSIS_FACTOR_MEDIATED_SIGNALING_PATHWAY	85	-0.770301744334407	-1.76986665022239	0.00105820105820106	0.0358590726207414	0.0325852494377897	2115	tags=31%, list=14%, signal=27%	NGFR/TNFRSF1B/TNFRSF10D/JAK2/TNFSF4/CD40/FAS/TNFRSF10C/TNFRSF4/LTB/TNFRSF25/TNFRSF18/TNFRSF11B/CD27/TNF/BIRC3/TNFRSF13C/TNFRSF10A/TNFRSF8/CD70/AIM2/TNFSF15/CD40LG/LTA/TNFRSF9/TNFSF11
GO_POSITIVE_REGULATION_OF_INTERFERON_GAMMA_PRODUCTION	GO_POSITIVE_REGULATION_OF_INTERFERON_GAMMA_PRODUCTION	GO_POSITIVE_REGULATION_OF_INTERFERON_GAMMA_PRODUCTION	45	-0.810174423387337	-1.76518845637498	0.00114942528735632	0.0358590726207414	0.0325852494377897	1226	tags=62%, list=8%, signal=57%	TLR3/IL23A/TNFSF4/TLR4/HAVCR2/SASH3/IL18/IL1B/IRF8/CD3E/IL12RB1/CD2/TLR9/TNF/TNFRSF13C/CD244/IL18R1/EBI3/RASGRP1/RLTPR/TICAM2/SLAMF6/TXK/PTPN22/KLRK1/SLAMF1/LTA/IL12A
GO_POSITIVE_REGULATION_OF_ALPHA_BETA_T_CELL_ACTIVATION	GO_POSITIVE_REGULATION_OF_ALPHA_BETA_T_CELL_ACTIVATION	GO_POSITIVE_REGULATION_OF_ALPHA_BETA_T_CELL_ACTIVATION	39	-0.820608368221158	-1.76322902258253	0.00116959064327485	0.0358590726207414	0.0325852494377897	1880	tags=54%, list=12%, signal=47%	MYB/SYK/IL23A/TNFSF4/SASH3/NCKAP1L/IL18/CD86/IL6/RASAL3/CD3E/ZAP70/IL12RB1/CD28/CD244/EBI3/PRKCQ/CCL19/CD80/IL12A/XCL1
GO_POSITIVE_REGULATION_OF_CELL_KILLING	GO_POSITIVE_REGULATION_OF_CELL_KILLING	GO_POSITIVE_REGULATION_OF_CELL_KILLING	25	-0.872519431789782	-1.76195768886304	0.00121802679658952	0.0358590726207414	0.0325852494377897	757	tags=48%, list=5%, signal=46%	IL12RB1/VAV1/LAG3/RASGRP1/SLAMF6/CD226/KLRK1/SH2D1A/CRTAM/IL12A/XCL1/STAP1
GO_LEUKOCYTE_ACTIVATION	GO_LEUKOCYTE_ACTIVATION	GO_LEUKOCYTE_ACTIVATION	296	-0.733366450655986	-1.75300971839281	0.001	0.0358590726207414	0.0325852494377897	2057	tags=43%, list=13%, signal=38%	LYN/CSF1/RUNX2/CCL3/IRF1/FCER1G/AXL/CD4/MERTK/TLR3/LEPR/SPI1/SYK/ICOSLG/ITGB2/SELPLG/IL23A/F2RL1/JAK3/DPP4/TNFSF4/CORO1A/HHEX/DOCK8/CD40/FAS/LAT/RIPK3/LCP2/CLU/MFNG/FLT3LG/NFAM1/CD79B/BTK/BATF3/TLR4/NLRC3/IL2RB/HAVCR2/PRKCB/HDAC9/SATB1/VCAM1/TNFRSF4/PLCL2/UBD/IL18/AMICA1/CD86/PTGER4/CCL21/ITGAL/IL6/DOCK2/PRF1/SPN/RSAD2/CD3E/ITGA4/CX3CR1/IKZF1/BCL11B/ULBP3/APBB1IP/RORC/ZAP70/POU2F2/VAV1/CD6/ITK/CD7/CD2/GPR183/PTPRC/CD28/CD180/CLEC7A/CD244/LCK/CCR7/CD8A/BLNK/ULBP1/IL18R1/PRLR/EBI3/MILR1/LILRB1/RASGRP1/HSH2D/CD1D/CD79A/CCL19/CD3D/BMX/IL7/SLAMF6/SLA2/FUT7/CAMK4/LY9/RHOH/IL10/IL21R/CD1C/IL15/PTPN22/ZNF683/KLRK1/PIK3CG/GAPT/TNFSF8/CLEC4E/SLAMF1/CD40LG/CD80/IL7R/SH2D1B/CD3G/CRTAM/LAX1/FLT3/IKZF3/THEMIS/BANK1/MS4A1
GO_REGULATION_OF_ALPHA_BETA_T_CELL_ACTIVATION	GO_REGULATION_OF_ALPHA_BETA_T_CELL_ACTIVATION	GO_REGULATION_OF_ALPHA_BETA_T_CELL_ACTIVATION	50	-0.793997806655774	-1.7516591252145	0.00112233445566779	0.0358590726207414	0.0325852494377897	1927	tags=52%, list=13%, signal=46%	IRF1/MYB/SYK/IL23A/JAK3/TNFSF4/CD300A/HFE/SASH3/NCKAP1L/IL18/CD86/IL6/RASAL3/CD3E/ZAP70/IL12RB1/CD28/CD244/EBI3/LILRB1/PRKCQ/CCL19/CD80/IL12A/XCL1
GO_POSITIVE_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY	GO_POSITIVE_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY	GO_POSITIVE_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY	15	-0.938653984794219	-1.75065566903949	0.00128205128205128	0.0368727387132295	0.0335063709296838	744	tags=67%, list=5%, signal=63%	VAV1/LAG3/RASGRP1/SLAMF6/CD226/KLRK1/SH2D1B/SH2D1A/CRTAM/IL12A
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE	GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE	GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE	72	-0.766734069765976	-1.74123600670373	0.00108459869848156	0.0358590726207414	0.0325852494377897	2014	tags=57%, list=13%, signal=50%	CCL2/CCL3/FCER1G/ITGA2/FCER1A/JAK2/TLR3/ADAM8/IL6ST/OSMR/IL23A/TNFSF4/CCL13/TLR2/TLR4/C3/IL33/PLA2G7/IL18/PTGER4/IL6/OSM/IL1B/CCL3L1/CD6/CD28/TLR9/FABP4/TNF/GBP5/CCR7/PLA2G2A/KLKB1/IL15/PIK3CG/LTA/FFAR3/TLR10/XCL2/XCL1/TNFSF11
GO_REGULATION_OF_INTERLEUKIN_12_PRODUCTION	GO_REGULATION_OF_INTERLEUKIN_12_PRODUCTION	GO_REGULATION_OF_INTERLEUKIN_12_PRODUCTION	40	-0.805930405140166	-1.74096802646104	0.00116414435389988	0.0358590726207414	0.0325852494377897	2083	tags=60%, list=14%, signal=52%	IRF5/IRF1/TLR3/IL23A/JAK3/TNFSF4/CMKLR1/CD40/IRAK3/TLR2/TLR4/PLCB1/MEFV/IRF8/LTB/TLR9/CCR7/LILRB1/CCL19/TIGIT/IL10/SLAMF1/CD40LG/TNFRSF9
GO_NEGATIVE_REGULATION_OF_INTERLEUKIN_6_PRODUCTION	GO_NEGATIVE_REGULATION_OF_INTERLEUKIN_6_PRODUCTION	GO_NEGATIVE_REGULATION_OF_INTERLEUKIN_6_PRODUCTION	23	-0.868466512546207	-1.74093040376985	0.00122549019607843	0.0358590726207414	0.0325852494377897	1294	tags=57%, list=8%, signal=52%	INPP5D/IRAK3/TLR4/NLRC3/HAVCR2/NCKAP1L/TLR9/TNF/IL10/PTPN22/SLAMF1/BANK1/GHRL
GO_REGULATION_OF_CYTOKINE_BIOSYNTHETIC_PROCESS	GO_REGULATION_OF_CYTOKINE_BIOSYNTHETIC_PROCESS	GO_REGULATION_OF_CYTOKINE_BIOSYNTHETIC_PROCESS	58	-0.777346269321827	-1.73803832866471	0.00110987791342952	0.0358590726207414	0.0325852494377897	1942	tags=53%, list=13%, signal=47%	RNF128/IRF1/CD4/FCER1A/TLR3/SYK/NMI/INPP5D/TLR4/TLR6/IGF2BP1/CD86/IL6/IL1B/SPN/CD3E/INHBA/CARD9/CD28/LTB/TLR9/TNF/TNFRSF13C/LAG3/EBI3/LILRB1/PRKCQ/TNFRSF8/IL10/CD80/GHRL
GO_EXTERNAL_SIDE_OF_PLASMA_MEMBRANE	GO_EXTERNAL_SIDE_OF_PLASMA_MEMBRANE	GO_EXTERNAL_SIDE_OF_PLASMA_MEMBRANE	135	-0.739163366306887	-1.7376675580166	0.00101936799184506	0.0358590726207414	0.0325852494377897	2260	tags=55%, list=15%, signal=47%	HLA-DRB1/GPC4/CXCL12/TRPM8/S1PR1/NGFR/ABCG1/PDPN/HLA-DRB5/TF/FCER1G/ITGA2/CD4/FCER1A/ITGA1/GPIHBP1/ANTXR2/IL6ST/CD40/FAS/CCR1/FLT3LG/FCGR3A/CD79B/TLR4/IL2RB/HFE/KCNJ5/VCAM1/CD86/IL2RG/IL6/SELP/SPN/NCAM1/CD3E/CXCL9/IL12RB1/FCN1/CD2/PTPRC/CD28/TNFRSF18/CD27/TNF/CXCL10/CXCR3/TNFRSF13C/SERPINA5/CD244/CCR7/CD8A/CD5/CD274/LAG3/GP1BA/LILRB1/CD79A/ICOS/IL2RA/CD226/KLRK1/SLAMF1/P2RY12/KLRD1/CD69/CD40LG/CD80/IL7R/FCRL6/FASLG/CCR4/TNFRSF9/MS4A1
