	ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalues	rank	leading_edge	core_enrichment
GO_REGULATION_OF_PROTEIN_PHOSPHATASE_TYPE_2A_ACTIVITY	GO_REGULATION_OF_PROTEIN_PHOSPHATASE_TYPE_2A_ACTIVITY	GO_REGULATION_OF_PROTEIN_PHOSPHATASE_TYPE_2A_ACTIVITY	18	-0.782462642232734	-1.66388673387222	0.00906344410876133	0.100103074462413	0.0879069897954412	14	tags=17%, list=0%, signal=17%	PPP2R1A/PPME1/PPP2R2C
GO_FORELIMB_MORPHOGENESIS	GO_FORELIMB_MORPHOGENESIS	GO_FORELIMB_MORPHOGENESIS	22	-0.75927487746839	-1.65804223695975	0.00336700336700337	0.0543117312876763	0.0476946470797077	883	tags=41%, list=6%, signal=39%	HOXD9/MSX1/HOXA9/CRABP2/RNF165/MSX2/HOXA11/WNT3/HOXD10
GO_ORGANELLE_MEMBRANE_CONTACT_SITE	GO_ORGANELLE_MEMBRANE_CONTACT_SITE	GO_ORGANELLE_MEMBRANE_CONTACT_SITE	10	-0.892595083270389	-1.64753007911064	0.00529100529100529	0.0724081015626205	0.063586241275362	19	tags=20%, list=0%, signal=20%	TOMM20/ESYT3
GO_NEUROBLAST_PROLIFERATION	GO_NEUROBLAST_PROLIFERATION	GO_NEUROBLAST_PROLIFERATION	18	-0.771557551482937	-1.64069733817342	0.00906344410876133	0.100103074462413	0.0879069897954412	2409	tags=50%, list=16%, signal=42%	NUMBL/EML1/ID4/DAGLA/TEAD3/SOX5/FGFR2/FZD9/ARTN
GO_EMBRYONIC_EYE_MORPHOGENESIS	GO_EMBRYONIC_EYE_MORPHOGENESIS	GO_EMBRYONIC_EYE_MORPHOGENESIS	22	-0.750925196421857	-1.63980888794332	0.00673400673400673	0.0827471926948367	0.0726656664931672	671	tags=23%, list=4%, signal=22%	MFAP2/VAX2/FOXF2/SOX11/BMP7
GO_METANEPHRIC_NEPHRON_DEVELOPMENT	GO_METANEPHRIC_NEPHRON_DEVELOPMENT	GO_METANEPHRIC_NEPHRON_DEVELOPMENT	19	-0.76094868376287	-1.63414800560765	0.0157232704402516	0.147021974993109	0.129109513617163	2045	tags=63%, list=13%, signal=55%	SOX8/KIF26B/HES1/WNT4/BMP4/SOX9/SMO/FOXD1/SIX2/SALL1/IRX2/IRX1
GO_ODONTOGENESIS_OF_DENTIN_CONTAINING_TOOTH	GO_ODONTOGENESIS_OF_DENTIN_CONTAINING_TOOTH	GO_ODONTOGENESIS_OF_DENTIN_CONTAINING_TOOTH	44	-0.645381468667955	-1.63175080132556	0.0102564102564103	0.108984248027779	0.0957061232204117	1299	tags=32%, list=9%, signal=29%	JAG2/PERP/SMO/WNT6/WDR72/MSX1/LRP4/DLX1/MSX2/PITX2/DLX2/BMP7/SOSTDC1/DLX3
GO_MICROTUBULE_MOTOR_ACTIVITY	GO_MICROTUBULE_MOTOR_ACTIVITY	GO_MICROTUBULE_MOTOR_ACTIVITY	56	-0.611018989254392	-1.63033716295088	0.00628930817610063	0.079147486805942	0.0695045317274166	1887	tags=23%, list=12%, signal=20%	KIF26B/DNAH7/KIF26A/KIF5C/DNAH17/DYNC1I1/KIF7/DNAH6/KLC3/DNAH10/DNAH2/DNAH9/KIF1A
GO_EPITHELIAL_CELL_DIFFERENTIATION	GO_EPITHELIAL_CELL_DIFFERENTIATION	GO_EPITHELIAL_CELL_DIFFERENTIATION	280	-0.477295119620875	-1.62123579877808	0.0909090909090909	0.428871630881681	0.376619941814335	1364	tags=19%, list=9%, signal=18%	BFSP1/PTK7/ID1/TMEM79/SDC1/EYA1/JAG2/SHROOM3/MESP1/SOX9/POU3F1/SMO/TCF15/TCHH/AKR1C1/KRT10/BMPER/HYDIN/FGFR2/UPK1A/UPK2/ONECUT2/KIT/GLI1/EHF/PTN/PTK6/GATA4/HRNR/HOXB5/TYRP1/KLF5/HOXA5/PPL/WNT11/DLX5/CYP1A1/SIX2/FLG/DLX6/DNASE1L2/CNFN/TGM1/PITX2/SFN/SOX11/BMP7/SALL1/ELF3/SPINK5/HOXB13/EVPL/DLX3
GO_MULTICELLULAR_ORGANISMAL_WATER_HOMEOSTASIS	GO_MULTICELLULAR_ORGANISMAL_WATER_HOMEOSTASIS	GO_MULTICELLULAR_ORGANISMAL_WATER_HOMEOSTASIS	25	-0.720275251335828	-1.6203355611311	0.00359712230215827	0.0573653958179722	0.0503762675808264	527	tags=44%, list=3%, signal=43%	HAS2/AVPR2/ADCY6/TMEM79/ALOX12/HRNR/ADCY2/SCNN1A/FLG/CLDN4/SFN
GO_EMBRYONIC_HINDLIMB_MORPHOGENESIS	GO_EMBRYONIC_HINDLIMB_MORPHOGENESIS	GO_EMBRYONIC_HINDLIMB_MORPHOGENESIS	12	-0.846936184204116	-1.61848552843818	0.0110497237569061	0.113744305515169	0.0998862378394372	2108	tags=75%, list=14%, signal=65%	RPGRIP1L/RARG/OSR2/BMP4/GPC3/MSX1/MSX2/PITX2/WNT3
GO_ODONTOGENESIS	GO_ODONTOGENESIS	GO_ODONTOGENESIS	62	-0.58206423022704	-1.60889918379714	0.00657894736842105	0.0816967300422581	0.0717431872368943	1305	tags=31%, list=9%, signal=28%	SDC1/JAG2/PERP/SMO/AXIN2/WNT6/WDR72/FGFR2/TGFB2/MSX1/LRP4/DLX1/MSX2/PITX2/PAX9/DLX2/BMP7/SOSTDC1/DLX3
GO_MORPHOGENESIS_OF_EMBRYONIC_EPITHELIUM	GO_MORPHOGENESIS_OF_EMBRYONIC_EPITHELIUM	GO_MORPHOGENESIS_OF_EMBRYONIC_EPITHELIUM	88	-0.554804228108462	-1.60442988237791	0.00892857142857143	0.0997874149659864	0.0876297887576083	2598	tags=33%, list=17%, signal=28%	MKS1/SEMA4C/CC2D2A/TCTN1/CELSR1/TGFB1I1/LAMA5/FUZ/SOX8/RARG/IFT172/ALX1/SALL4/SFRP2/WNT4/BMP4/PTK7/JAG2/SHROOM3/VANGL2/SOX9/WNT6/FGFR2/IRX3/LHX2/COBL/SOX11/IRX2/IRX1
GO_POSITIVE_REGULATION_OF_RECEPTOR_ACTIVITY	GO_POSITIVE_REGULATION_OF_RECEPTOR_ACTIVITY	GO_POSITIVE_REGULATION_OF_RECEPTOR_ACTIVITY	32	-0.682957605748673	-1.60304176799711	0.00819672131147541	0.0933869170778291	0.0820090972297846	777	tags=19%, list=5%, signal=18%	ADRA2C/JPH2/NLGN3/ARC/HAP1/ACTN2
GO_NEGATIVE_REGULATION_OF_NOTCH_SIGNALING_PATHWAY	GO_NEGATIVE_REGULATION_OF_NOTCH_SIGNALING_PATHWAY	GO_NEGATIVE_REGULATION_OF_NOTCH_SIGNALING_PATHWAY	17	-0.770352494790334	-1.59971885213838	0.0204678362573099	0.175001864101663	0.153680465504028	1777	tags=41%, list=12%, signal=36%	GATA2/EGFL7/NRARP/DLX1/DLK2/DLX2/BMP7
GO_KIDNEY_MORPHOGENESIS	GO_KIDNEY_MORPHOGENESIS	GO_KIDNEY_MORPHOGENESIS	51	-0.614773234957452	-1.59795403036068	0.00574712643678161	0.0759915816739518	0.0667331271354686	1887	tags=45%, list=12%, signal=40%	KIF26B/HES1/BMP2/WWTR1/WNT4/BMP4/EYA1/VANGL2/SOX9/SMO/WNT6/WNK4/FRAS1/GPC3/IRX3/TACSTD2/FOXD1/WNT11/SIX2/HOXA11/SALL1/IRX2/IRX1
GO_EMBRYONIC_CAMERA_TYPE_EYE_DEVELOPMENT	GO_EMBRYONIC_CAMERA_TYPE_EYE_DEVELOPMENT	GO_EMBRYONIC_CAMERA_TYPE_EYE_DEVELOPMENT	26	-0.699647520717358	-1.59585139228406	0.0108695652173913	0.112630770707362	0.0989083708407211	431	tags=23%, list=3%, signal=22%	PPP1R13L/RARG/FOXF2/PITX2/SOX11/BMP7
GO_GOLGI_LUMEN	GO_GOLGI_LUMEN	GO_GOLGI_LUMEN	43	-0.636966234385578	-1.59179860281035	0.0154639175257732	0.146346025939475	0.128515918996027	1675	tags=35%, list=11%, signal=31%	CSPG5/WNT4/SDC1/GPC2/WNT6/MMP16/GPC4/PCSK6/GPC1/GPC3/NGF/ACAN/MUC5B/LHB/WNT3
GO_POLY_PYRIMIDINE_TRACT_BINDING	GO_POLY_PYRIMIDINE_TRACT_BINDING	GO_POLY_PYRIMIDINE_TRACT_BINDING	11	-0.834553248545952	-1.5872684372393	0.0213333333333333	0.179782166367445	0.157878358373492	47	tags=18%, list=0%, signal=18%	MSI2/MSI1
GO_COLUMNAR_CUBOIDAL_EPITHELIAL_CELL_DIFFERENTIATION	GO_COLUMNAR_CUBOIDAL_EPITHELIAL_CELL_DIFFERENTIATION	GO_COLUMNAR_CUBOIDAL_EPITHELIAL_CELL_DIFFERENTIATION	60	-0.577883059977557	-1.58259760386952	0.00645161290322581	0.0807569892473118	0.0709179400113186	2028	tags=33%, list=13%, signal=29%	RARG/MCOLN3/JAG1/HES1/NKX3-2/BMP2/WNT4/BMP4/JAG2/SMO/FGFR2/KIT/PTK6/GATA4/TYRP1/KLF5/HOXA5/WNT11/SOX11/DLX3
GO_NEGATIVE_REGULATION_OF_DENDRITE_MORPHOGENESIS	GO_NEGATIVE_REGULATION_OF_DENDRITE_MORPHOGENESIS	GO_NEGATIVE_REGULATION_OF_DENDRITE_MORPHOGENESIS	12	-0.827075908191449	-1.58053276420779	0.0165745856353591	0.152551186220344	0.133965071925833	1947	tags=50%, list=13%, signal=44%	EFNA1/NLGN1/ID1/NFATC4/NLGN3/NGEF
GO_NEPHRON_EPITHELIUM_DEVELOPMENT	GO_NEPHRON_EPITHELIUM_DEVELOPMENT	GO_NEPHRON_EPITHELIUM_DEVELOPMENT	57	-0.586083459160956	-1.57944602427842	0.00625	0.078864247311828	0.0692558007923033	2130	tags=44%, list=14%, signal=38%	POU3F3/LAMA5/SOX8/JAG1/KIF26B/KLF15/HES1/BMP2/WNT4/BMP4/EYA1/SOX9/SMO/WNT6/WNK4/GPC3/IRX3/TACSTD2/FOXD1/WNT11/SIX2/HOXA11/SALL1/IRX2/IRX1
GO_PITUITARY_GLAND_DEVELOPMENT	GO_PITUITARY_GLAND_DEVELOPMENT	GO_PITUITARY_GLAND_DEVELOPMENT	19	-0.732933484457494	-1.57398497090051	0.0251572327044025	0.20048904976989	0.176062413136342	1808	tags=53%, list=12%, signal=46%	HES1/GATA2/BMP2/WNT4/BMP4/POU3F2/GLI1/PITX2/SOX2/SALL1
GO_NEGATIVE_REGULATION_OF_TRANSCRIPTION_REGULATORY_REGION_DNA_BINDING	GO_NEGATIVE_REGULATION_OF_TRANSCRIPTION_REGULATORY_REGION_DNA_BINDING	GO_NEGATIVE_REGULATION_OF_TRANSCRIPTION_REGULATORY_REGION_DNA_BINDING	10	-0.851374217496686	-1.57144561760954	0.0158730158730159	0.147833207357017	0.129821909270531	1355	tags=50%, list=9%, signal=46%	ID1/MSX1/LHX2/MSX2/SOX11
GO_EMBRYONIC_CAMERA_TYPE_EYE_MORPHOGENESIS	GO_EMBRYONIC_CAMERA_TYPE_EYE_MORPHOGENESIS	GO_EMBRYONIC_CAMERA_TYPE_EYE_MORPHOGENESIS	16	-0.771255958249903	-1.57140065607001	0.0173913043478261	0.157596105422192	0.138395342056669	431	tags=25%, list=3%, signal=24%	PAX6/FOXF2/SOX11/BMP7
