gene	fc	log2fc	p.value	fdr
AC000061.1	0.638346552776083	-0.647588231661753	0.656381193857526	0.812029612461825
NUFIP1	0.792356173550802	-0.335779010154044	0.00014918514725519	0.00293010912119489
ZNF416	0.822741696159346	-0.281488534425234	0.000404757862080981	0.00637823718238557
NOA1	0.926957107462652	-0.109425511465456	0.245380876202468	0.484798354103312
HBQ1	0.800236223949135	-0.321502158869504	0.367339163527467	0.599555488795092
ITPKC	0.822094297194406	-0.282624209140768	0.000115343040090742	0.00239631573735188
CEACAM6	0.158179383820273	-2.66036651529427	0.0021815528187561	0.0229811931408865
MYBPC2	1.54437529810751	0.627023384034471	0.0104413824039965	0.0707365826775098
PPP1R15A	1.04595885914998	0.0648261069695879	0.695453424860544	0.8365664010578
REM1	0.902883589511017	-0.147388104591441	0.521907145887323	0.716176413753205
DEFB127	0.573825503355705	-0.801316005576263	0.599729667129518	0.771424821920432
CPXM1	0.543903094748376	-0.878578460285766	0.00697228290482953	0.0531679224121136
SIRT4	0.923156069119877	-0.115353523818718	0.193255015788169	0.424032009322394
PEBP1	0.992790140493508	-0.0104393069087715	0.759870453594362	0.873289063952343
ERP29	1.04124983366733	0.0583162651299941	0.252561029629587	0.493045117144917
EFNB1	0.704980668170466	-0.504344398109254	5.91936043574962e-05	0.00141173726310774
NAT14	0.763924117710802	-0.388498755630704	1.1811169028314e-05	0.000347240941024237
POU4F3	0.604026845637584	-0.727315424132487	0.176144280774877	0.404513112494308
CMTM6	1.12383699890877	0.168432802534825	0.0244110219496041	0.124846085452324
SMPX	1.25530850619795	0.328041966300055	0.575897562196799	0.753904833179006
FH	0.944685240390068	-0.0820943769515875	0.35221392585658	0.585707576099817
ALKBH5	0.951695608486407	-0.0714278809632465	0.294282179552271	0.530411431778327
SLC17A6	0.466028046475105	-1.10151131319886	0.242798316799462	0.482448770193022
MYH7	0.737520743688779	-0.439244467361369	0.172194037736506	0.399365432597021
CEBPE	2.23558056214361	1.16064953626788	1.27260728318697e-06	4.87606782398155e-05
AC016026.1	0.763889839008265	-0.388563493505299	0.0164465973061565	0.0957404970207078
KRT31	0.00369052014073704	-8.08196012106516	0.0209385584674317	0.113067364915007
MAP3K1	0.878709937626701	-0.186541084932437	0.57017672817969	0.750092141723961
NANS	1.03729800603324	0.05283042651632	0.180577119248304	0.409574688119118
TMEM14A	0.967794868484976	-0.0472268052189459	0.775720173726546	0.882667643687056
CDC5L	0.975439231216699	-0.0358760975560336	0.778239826363408	0.883175612393661
SYDE2	0.933289599838522	-0.0996032759519936	0.881043936898753	0.940390428823661
MAGEB2	1.03124639807376	0.044389080337654	0.166417434578549	0.393882682499962
IGFALS	0.790128933472618	-0.339840002984958	0.0804704546909867	0.261949262153912
HCN2	0.738091463050817	-0.438128491184638	0.488208182837092	0.692708802753676
DDTL	0.812614177706279	-0.299357559350963	0.0116432504990632	0.0757499992454713
OSM	1.75148986767713	0.808582642211207	2.81848539995606e-05	0.000752857714405407
SUSD2	1.08764770318921	0.121211333089209	0.122666282215506	0.330747168209559
PLA2G3	0.0333543236452696	-4.90598240295911	0.00129790347181152	0.0155965289948148
CRYBB1	1.64229380301843	0.715712245410999	8.38833950746538e-09	4.64038970741384e-07
TIMP3	1.0078566878102	0.011290509388772	0.256307776670319	0.495804139062863
C22ORF31	0.905579648086037	-0.14308655934928	0.443598044659762	0.660691322758646
NEFH	0.493448142549436	-1.01902961794191	0.0328411154924982	0.151620537649069
BIK	1.14431709230367	0.19448688087996	0.0996356943224593	0.295650849869068
RASD2	1.3629812571199	0.446765723224489	0.317254299317972	0.553463415623012
TTLL12	0.883324971904945	-0.178983797326486	0.010192259823056	0.0694309819216148
CABP7	0.873414261150686	-0.195262007181834	0.744084202510014	0.864682318644832
RBX1	0.909657751100704	-0.136604245910312	0.0949096251636711	0.287854669258907
DESI1	0.949764921506276	-0.0743576220175938	0.288704252794555	0.526242164042951
CTSG	0.897258588652542	-0.156404267152917	0.320988157853959	0.55693922145807
TMED8	1.18934961892166	0.250172869282007	0.00187320697355651	0.0205547089152345
SAMD15	0.842365403323278	-0.247481910041893	0.0684097931227147	0.236963007004172
SUSD6	1.41338878658773	0.499158368241152	5.91326035431367e-10	4.09504230018359e-08
SLC10A1	1.11849109002546	0.161553763837991	0.369195486277725	0.601578665112399
MMP9	1.12926371122518	0.175382430708336	8.89511874371637e-06	0.000273554161628304
R3HDML	0.674789292960824	-0.567491012659145	0.00890656768613446	0.0635144937434562
TUBB1	0.615662548596508	-0.699788284329228	0.00844769632644952	0.061413307119733
NTSR1	0.677279436751338	-0.562176900912257	0.0817553115446861	0.264291288945806
AVP	0.0884467881112176	-3.49904643645937	0.230169080178831	0.468812795335923
HAO1	1.73865144922192	0.797968741799436	0.869380140617311	0.933144507839076
MAPRE1	1.01081937612894	0.015525224299573	0.76372379944445	0.875865284716164
SNTA1	0.897770963819781	-0.155580658280397	0.273354025623151	0.510507696682131
OXT	0.901016015581387	-0.150375344681522	0.617845428983835	0.785561936022015
CHMP4B	1.0264759512985	0.0376998277886341	0.811813830976037	0.901811728350163
CST9L	2.28072205507984	1.18949064034111	0.052437431130815	0.201971517100733
SLC32A1	4.29721955896453	2.10340349099063	2.37159276657238e-06	8.52770029795585e-05
CST4	2.11973907043844	1.08388668698064	0.103349753053972	0.302320663736416
SPINT3	0.27575138605194	-1.85855995741074	0.328625344812154	0.564753611024763
SYNDIG1	1.96577803077777	0.975100426472316	0.000319925801352511	0.00536210560906428
STS	1.08914844692793	0.123200601484784	0.0967366652816374	0.290988122174398
GUCY2F	0.395595046790812	-1.33790373252914	0.0132614031781735	0.0832645119628907
TLR8	5.27315121698903	2.39866536915698	4.95592751654076e-16	1.40402928339817e-13
PIM2	4.13891695595453	2.04925330234098	1.85616278062185e-16	6.94130633441347e-14
RS1	0.917134639090536	-0.124794552027026	0.469290158088659	0.678532893283463
RP2	1.2643121603998	0.338352710872513	0.000630407714580864	0.00892982079335832
BRS3	0.805369127516778	-0.312277924853643	0.517988006850145	0.714360615902514
FGD1	0.82586968846469	-0.276013933868488	0.00248577553686883	0.0252329158460225
ITIH6	0.699255784874992	-0.516107810860989	0.337662622501591	0.571574842977979
BEX4	0.792329481848741	-0.335827610311519	0.0996753147317035	0.295650849869068
FGF9	0.169068298460324	-2.5643219256285	0.293006249277024	0.528851887129041
PARP4	1.09035892270335	0.124803117358058	0.0148636106989157	0.0893632774431914
RGCC	1.3342292074492	0.416006528625339	1.00216477249868e-05	0.000304196053834095
MT4	0.00910402614316643	-6.77927958416144	0.0727058489039828	0.245669501633713
CCL22	2.74829293535365	1.45853578649163	1.694009690878e-08	8.89735764045978e-07
MMP15	0.625467659353948	-0.676992805054072	3.33108725330924e-05	0.000872078220805416
PYCARD	1.07000851404161	0.0976222761747727	0.00365399188086298	0.0332630672776904
FAM189A1	0.784339762587728	-0.350449354299936	0.0524453155528289	0.201971517100733
RHOV	0.100925781436185	-3.30863333769743	4.60066286239535e-05	0.00115934223990658
JPH1	0.576762293571056	-0.793951244899819	0.000410548864927034	0.00644926517425774
DKK4	9.20972217014735	3.20315763516608	0.646793838774226	0.806250079826699
CGB2	0.0620575526339984	-4.01024938740399	0.57355224521671	0.75247543369787
KCNA7	0.517737296260786	-0.949707845468935	0.0497977654763196	0.195366894434793
CKM	0.537564344823092	-0.89549064362484	0.39020884596844	0.619811831947866
LYL1	1.84711681786884	0.885275110083574	2.63292918576635e-08	1.316323794531e-06
CLC	7.01894486449749	2.81125417110422	0.000276254649970664	0.00480950600107213
EBI3	4.12363568405155	2.04391687877071	3.36959377640811e-18	2.62519435130329e-15
ICAM5	0.671151283939788	-0.575290094498737	0.11460236091998	0.318779372877384
SULT2A1	0.426371891038294	-1.22981576466167	0.0898451520508854	0.278779398116073
GRIN2D	0.885616137308017	-0.175246584373432	0.29123801700985	0.527466916122644
CABP5	1.00471792145658	0.0067905158944786	0.892392547892144	0.94619945941858
FAM83E	0.254166694884836	-1.97615309787431	0.000130676279915582	0.00264435614920082
KLF1	1.02555360155044	0.0364028976394049	0.257577067388343	0.497125918789575
LENG1	1.00594255190249	0.00854791702024339	0.571709769576976	0.751217798422368
SLC5A5	2.26655732752109	1.18050265144426	6.24796200576998e-05	0.00147505547454403
ZNF14	1.0869186572397	0.12024397607082	0.132048588524455	0.343247115954465
CADM4	0.709964067279726	-0.494182086142134	0.0108551525195807	0.0726611563707499
TWISTNB	0.905739445789945	-0.142832005244097	0.211219186161462	0.446644209718618
DLX5	0.479007732463584	-1.06187914978848	4.92109641811098e-05	0.00123014252440961
MTPN	0.988018991497323	-0.0173893216242957	0.811395584683427	0.90169757520916
NPVF	0.514795607077486	-0.957928352273903	0.517224980264513	0.713626968785852
HOXA1	0.916613135289794	-0.125615134855188	0.137710216691463	0.352565916895646
HOXA5	0.738993881775159	-0.43636567472321	0.000166946818433919	0.00321149342703437
MINDY4	0.78723877985941	-0.34512680442765	0.0105650088948914	0.0712642627405049
CHCHD2	0.901222831115406	-0.150044232357354	0.00739226462138098	0.0557330423971333
HSPB1	0.943451337114403	-0.0839799888414903	0.17063909460042	0.397839563492461
NPTX2	0.502562186546518	-0.992625969896604	0.0178633581052901	0.101646095512086
MYL10	0.374556917822308	-1.4167431270163	0.0049608641296076	0.0413361129658658
MEOX2	0.507805390774638	-0.977652384418375	0.0797269385087127	0.260344795011511
TSPAN13	0.614694461827816	-0.702058607912927	0.994613969057219	0.997939537819322
MRPL32	0.871058442579138	-0.199158576992571	0.0187218072875874	0.105282713886942
UBE2R2	1.05989593301395	0.0839226192270311	0.151412618595853	0.373830613163298
TNKS2	1.12671086301258	0.172117338033485	0.0188103855400621	0.105557199528236
GBF1	1.07532240800967	0.104769280000851	0.00999819322445926	0.0685789497105426
SMC3	1.02853302318487	0.0405881153214837	0.335701736934907	0.570113630990816
CCDC6	1.08174862459401	0.113365286424085	0.0544724026201367	0.205279550610177
P2RX1	4.13241971002321	2.04698678925101	1.88205974696644e-11	1.69186313215281e-09
KRT37	0.0510022667674119	-4.29329482148607	0.00449890696022816	0.0383646449269464
PFN1	1.02753186313726	0.0391831316951572	0.132822291478138	0.343786158092224
RASD1	1.53307389712335	0.616427239360633	0.570156355161401	0.750092141723961
CHRNE	0.922189638576806	-0.116864638699261	0.914184207216754	0.957569399893778
CCL8	4.48887946626738	2.16635535805944	3.61698346587146e-15	8.67055856985442e-13
CCL1	3.00104787804695	1.58546633555397	5.89798801943247e-05	0.00141145723410418
KRT32	0.0445937595939733	-4.48701435480255	0.0803376077300434	0.261699057375671
LRRC59	0.986852483484391	-0.0190936507843999	0.855516197415319	0.924701978161835
EFNB3	0.5089299001257	-0.974461141348078	2.91896240276456e-07	1.22925132898405e-05
MYH1	0.615870509277536	-0.699301047962891	0.0801378979753955	0.261139493960255
CDR2L	0.865245778614465	-0.208818097140769	0.0412467951683189	0.174882670307761
GNRHR	0.692203704588747	-0.53073143223764	0.00177372857161456	0.0198593873245803
SMR3A	1.13255033557047	0.179575171476031	0.832832747644458	0.913832703857448
PF4V1	0.43840658151115	-1.18965863818969	0.135424163156998	0.348310714343222
UCP1	6.62870751244858	2.72872759625666	0.423879214732404	0.644994592860229
TBC1D9	1.27384852475067	0.34919373475	0.000674941704659149	0.00937573475795627
IL2	6.43456375838926	2.68584234192813	1.93096800869968e-06	7.16373806084656e-05
SOD3	0.663283243795508	-0.592303014660298	0.917713883786368	0.959591443856253
NEIL3	1.0175965376167	0.025165666957671	0.746249351754525	0.865775252400626
NKX3-2	0.850104663458426	-0.234287620511405	0.332398650997795	0.567435862786775
CCND1	1.07386389442339	0.102811152277213	0.50843167009118	0.708078010380223
ARHGEF17	0.911814946240853	-0.133187037197263	0.211867742159811	0.447096816123166
GALNT18	0.90964211374958	-0.136629046581554	0.224257653415102	0.461497865238342
UPK2	0.550551147994862	-0.861051493803036	0.00325467864908293	0.0305501914561008
SCGB2A2	0.0243252848162022	-5.36139949266076	0.0464531278852278	0.187923103677627
CLEC2B	1.32614172167919	0.407234961150516	7.34974479892232e-05	0.00167184340937043
MYF6	0.95282375908235	-0.0697187069971302	0.941163607319317	0.972021301099172
MYF5	0.442484782269393	-1.17630025533467	0.475942786116496	0.683395654646463
FGF6	0.500209731543624	-0.999394969569288	0.497669363207716	0.699986895446803
CREBL2	1.12192239841167	0.165972890475722	0.00121114615695166	0.0147154223218594
FZD10	0.968344248175894	-0.0464080754385246	0.311762535460309	0.547869914289179
IL26	2.59520836584985	1.37585037531157	0.000160588905059995	0.00310195387067334
IFNG	10.7403715512709	3.42497199751275	4.24785064420513e-15	9.45551325539851e-13
APOBEC1	1.00399056774896	0.00574571557780307	0.982004341044618	0.993972512131493
GYS2	0.713109860887498	-0.487803741152117	0.0952254877618262	0.288204300772196
COX6A1	0.768986329802318	-0.378970143126398	0.0287137871799408	0.139307315176578
AL021546.1	0.968883120157588	-0.0456054562226037	0.440951542320558	0.659592955064784
KLRB1	5.00664319798806	2.32384364439011	2.12572476399107e-16	7.64361569944328e-14
PAK1IP1	0.876696132354298	-0.189851211522549	0.19739401855592	0.428274931417799
UST	0.876620443732865	-0.189975770430337	0.0664864799821489	0.232628031943529
FANCE	0.893990310476598	-0.161668900059437	0.0300327937526377	0.143693238891203
STK38	1.16194924463577	0.216547051434766	0.00556018962999323	0.0448863192796035
IL17A	0.679530201342282	-0.557390422690174	0.515367640979692	0.71264192804602
IL17F	0.37535953978907	-1.41365494522873	0.400642266646192	0.627589176203508
GLP1R	0.241214840509765	-2.05160942450175	0.0428538153805672	0.178538467020019
TREML2	11.6126964911968	3.53763110264508	1.6427475444679e-09	1.04476508797486e-07
VNN1	2.50057551663686	1.32226017466452	4.07805415347747e-08	1.99611142831732e-06
RPS12	0.807622030807956	-0.308247828963056	0.330931839987329	0.566437526920824
ZBTB24	1.13345041115891	0.180721274060534	0.0298152236042668	0.143312352429969
ARFGEF3	1.00177901846578	0.00256430082468951	0.713425581508787	0.848546934973118
HECA	1.38838802347755	0.473410825346851	8.84498107362632e-06	0.000272909993588556
GUCA1B	0.856881155393217	-0.222832970379601	0.194247297967552	0.425362054076282
GZMK	10.0061576727326	3.3228161858782	6.41104052198936e-19	9.98946964001309e-16
HAND1	0.637960938089133	-0.648460003421247	0.28633734219787	0.523254068062526
IL12B	4.16597917456354	2.05865562746569	5.25809508704246e-10	3.66850231110149e-08
MSH3	1.027253872713	0.0387927694282389	0.559258469241471	0.741399606423947
CNTN3	0.472409490172455	-1.08189014774921	0.000198802732856675	0.00374397989839101
HRG	0.0609834796076407	-4.03543771949482	0.101456648017273	0.298923461872102
CLDN16	0.611397885640417	-0.709816531837094	0.306334923073034	0.541896915006584
GRK7	0.7709020589239	-0.375380513709762	0.15203880116674	0.374943485124731
KAT2B	1.05029900096654	0.0708000953243812	0.0530696176658926	0.203172750023927
HES1	0.748507282081506	-0.41791174283644	8.64573762428517e-05	0.00189295084424923
IFT57	0.971333446709591	-0.0419614549240617	0.898967675302858	0.948999076295481
PODXL2	0.858134788670416	-0.220723822834358	0.00449586518521755	0.0383646449269464
RRP9	0.923610232960725	-0.11464393762645	0.0378645013443099	0.166351138659753
EIF1B	1.05484743459613	0.0770343531807891	0.190018821303795	0.420072348160128
IL1A	0.343822024732415	-1.54026613019215	0.0149808812073847	0.0897221386341063
TFCP2L1	0.713555476676912	-0.486902495858622	0.0782009896479547	0.257793036748494
SF3B6	0.942378574901149	-0.08562135520459	0.125556909277973	0.334329690925595
REG1A	55.9215952114403	5.80533361030044	0.670868681772735	0.819541526968941
IGFBP5	0.779688246013285	-0.359030709164817	0.44228389735068	0.660691322758646
KCNJ13	0.564081597369144	-0.826024223743816	0.112667461027005	0.316219781789694
NEU2	0.0109956343259269	-6.50692535570719	0.0101009180835086	0.069080821625985
WNT6	0.471739001520881	-1.08393921275057	0.00811980720815613	0.0595856182017674
SLC9A2	0.143125359039386	-2.80464878257775	0.0460752088974547	0.187189234700445
AC087235.1	1.20284656329553	0.266452622155999	0.769351525735384	0.878869429875379
PLEK	4.74980194650346	2.24786735833742	1.27972503907415e-18	1.70916419861488e-15
GRIN3B	0.985192485217435	-0.0215224714971879	0.902378375875281	0.951181469666026
VAX2	0.602007618312107	-0.732146350707115	6.72491432252914e-06	0.000213847700684779
SPR	0.890893356265338	-0.166675349554626	0.20309072412463	0.435380687879194
GPX7	0.60338582129223	-0.728847299283958	0.000659591759588525	0.00917637404820404
TPSG1	0.624943077072858	-0.678203306976072	0.130355929591009	0.340703826040354
PHF13	0.9908579917682	-0.0132497874778539	0.931643790592571	0.967018740784939
PRAMEF1	0.0431447746883989	-4.53467034619009	0.79278075272285	0.890830199183404
PRAMEF12	0.150131817368785	-2.7356983358119	0.438242477863989	0.657662890957934
RPE65	0.448403133267852	-1.15713173571325	0.0175317180742383	0.100185838799544
BCAS2	1.03427969499626	0.0486263790947711	0.486714586728936	0.691744401235759
AGMAT	1.26272853506133	0.336544517814431	0.0111098004720526	0.0737681282764343
TFAP2E	1.06525755777148	0.0912022871610585	0.293445872556181	0.529516591879509
CD2	8.69748215065235	3.12059781308727	1.69724426366358e-18	1.76305962455454e-15
RRAGC	1.15319523716725	0.205636783456574	0.000551466538121238	0.00809365881459255
NT5C1A	0.921371324316525	-0.11814539699963	0.0216423609407482	0.114777294517148
GBP1	5.52170071105175	2.46511269263749	9.1930366119688e-18	5.72971328568642e-15
PINK1-AS	0.831046593727979	-0.266998729015867	0.00212194788690951	0.022533515956827
ID3	0.898986000555541	-0.15362944531711	0.147398140108582	0.367081835875101
PRDX6	0.935543878153224	-0.096122775670852	0.0616186482352862	0.222507818598567
A4GNT	0.747598591629539	-0.41966424363601	0.0927327000901881	0.284062258565914
ATF6	1.03381634682976	0.0479799196463831	0.406530651226494	0.631995760748521
CRYGD	28.5402684563758	4.83492700008859	0.167192277654552	0.39431902214743
TNP1	0.68606986207261	-0.54357260225917	0.099931676141667	0.296214724238568
ELOVL4	0.385002341603437	-1.37706087450997	1.9551546242255e-05	0.00054891112858511
RAB32	0.979669143192224	-0.0296334947091578	0.564448700620132	0.745798261442732
CTGF	1.39587245002971	0.481167119114394	0.000819951277565602	0.0109043022673696
TCF21	0.0282294554080942	-5.1466548926421	0.519888290674876	0.714764965205187
DCLRE1B	1.05500326682218	0.0772474662508194	0.122812908428513	0.330747168209559
FGF23	0.293185022287719	-1.77011669135822	0.186261462246354	0.415103315981206
BSPRY	0.592293814203132	-0.755615075891149	0.705559330121871	0.843405469544735
VSX2	1.72064528046303	0.782949709311068	0.0776752677975024	0.256602854642703
IFI27L2	1.03085348985537	0.04383930411355	0.401091854169056	0.627898148798812
GPR75	0.823348142546555	-0.280425509535095	0.0263843649810842	0.131656001427083
CRIPT	0.877970785629688	-0.187755159828767	0.0140787508817933	0.0860838731156869
TECTB	0.323855840046298	-1.62657633465675	0.0660161306497052	0.231328637722674
ELOVL3	0.121920929096612	-3.03598229286567	0.0662473056149545	0.232051727311431
PPP1R3C	0.934800222424375	-0.0972700174947957	0.487570536285959	0.692288737250251
AVPI1	0.904152625079198	-0.145361768199145	0.191918069710931	0.422771449982915
SFRP5	0.598959506328544	-0.739469624417116	0.691784475416365	0.833531179103838
HOXB5	0.64482339632128	-0.633024004333625	0.000423606161998024	0.00657856147594605
HOXB1	0.56148974383212	-0.832668424278716	0.0786768684068149	0.258359691863475
DUSP1	1.73555638203269	0.795398233940791	0.000131264633196707	0.00265052495843632
PANK3	0.886888629093668	-0.173175145199991	0.143192336172777	0.361421477019248
INSL4	0.901698222441409	-0.149283417319947	0.959276912307797	0.981964289189269
MYCT1	1.52834413993661	0.61196943413156	0.00395984255357336	0.0353249694974784
CXORF21	3.67465915505808	1.87761043821776	1.22930140659539e-15	3.10614563520548e-13
MRPS14	0.933167831822878	-0.099791519315682	0.172193649713387	0.399365432597021
GPR31	7.62020434739056	2.92982968630312	3.1306966959969e-12	3.21636081438187e-10
KBTBD7	0.860825832544557	-0.216206722470607	0.040400766446748	0.172903072642871
EGR1	1.1782975398193	0.236703889779282	0.380539891346888	0.612081025202029
UTP20	0.939038396205737	-0.0907439456525178	0.291898255195927	0.528151110475463
PRAMEF2	0.0647171620325983	-3.94970784546893	0.567571518356613	0.747882470065677
EPX	0.770741338769846	-0.375681322794938	0.0167680643879329	0.0970078180462776
COIL	0.971324051843813	-0.0419754089291061	0.961095462755004	0.983391184229351
TSHZ3	1.06793603668649	0.094825240360063	0.396138394285364	0.623534546085145
TAS2R8	0.695333229280475	-0.524223558754975	0.222615439282147	0.45953449808982
TAS2R10	0.664024143056619	-0.590692397841002	0.00519318640771425	0.0428896640686577
TAS2R7	0.543624161073825	-0.879318517577537	0.339500801182534	0.572819525402546
CSTA	0.199267550583938	-2.32722129902626	0.274234945631863	0.510925170727837
KIF18A	1.01718980727727	0.0245889107267662	0.966590832915926	0.986426994534547
CAT	1.21278519541529	0.278324047612979	0.00189302912460247	0.0206993324981385
GJA3	0.695639267100628	-0.523588723409584	0.0550947840742486	0.206461665858343
CCR2	6.94630872483221	2.79624653192453	7.76831689274438e-05	0.00174581717861219
GHSR	1.00311601150527	0.00448846491794049	0.967619252709451	0.986799322975431
SLITRK3	0.0735150111060689	-3.76581732435488	0.0626754674609739	0.224761390599403
PIK3CA	1.07715705549467	0.107228618186625	0.159631800710028	0.384044700164192
TMEM156	11.2970000808604	3.49786781061976	5.48938105613118e-15	1.15045263134539e-12
CXCR4	3.2692361047994	1.7089535725542	6.80642171223943e-15	1.29863748138217e-12
RASL11A	1.57748082454458	0.657622468280676	0.00292584929246816	0.0283752749328681
UBL3	0.949875812789272	-0.0741891877433132	0.848968095157218	0.92194246969739
SASH3	5.97671298642329	2.57935226335814	2.24865633906441e-18	2.10226881139131e-15
MYOG	0.830536912751678	-0.26788380549519	0.568373756316752	0.748718276790773
HS3ST2	2.2190482967386	1.14994106758315	0.0117136673386282	0.0758577142211312
TAF1L	0.985957936122338	-0.0204019966028301	0.924869474210063	0.962873576212681
