country,province,lng,lat
Algeria,Souk Ahras,7.949995075,36.29038047
Algeria,Sétif,5.399969847,36.18002545
Algeria,Tamanghasset,4.226036335,24.74389533
Algeria,Tiaret,1.319960489,35.38043601
Algeria,Tindouf,-8.147782025,27.67418805
Algeria,Tizi Ouzou,4.033332556,36.80000111
Algeria,Tlemcen,-1.32000757,34.89041424
Algeria,Tébessa,8.120010537,35.41043418
Angola,Bengo,13.39250525,-8.217264589
Angola,Benguela,13.72948726,-12.66261771
Angola,Bié,16.86998463,-11.90640203
Angola,Cabinda,12.18999467,-5.55962319
Angola,Cuando Cubango,20.33199898,-16.20096849
Angola,Cuanza Norte,14.90333465,-9.059719626
Angola,Cuanza Sul,14.71248928,-10.82468941
Angola,Cunene,14.87334509,-17.04309107
Angola,Huambo,15.76000932,-12.74998533
Angola,Huíla,13.95250983,-15.16969552
Angola,Luanda,13.23442704,-8.838286114
Angola,Lunda Norte,20.00000891,-8.406408943
Angola,Lunda Sul,20.32333112,-10.13627751
Angola,Malanje,16.34002559,-9.540000388
Angola,Moxico,21.26601949,-12.43767364
Angola,Namibe,12.01000566,-15.49503742
Angola,Uíge,14.94998124,-7.484802837
Angola,Zaire,13.15667124,-6.54293957
Argentina,Catamarca,-66.6532936,-28.26321155
Argentina,Chaco,-60.52332324,-26.91928411
Argentina,Chubut,-68.25580561,-43.71297049
Argentina,Ciudad de Buenos Aires,-60.10947962,-36.45536769
Argentina,Corrientes,-58.73248509,-28.48238422
Argentina,Córdoba,-63.78839095,-32.04589051
Argentina,Entre Ríos,-59.14055234,-32.39715819
Argentina,Formosa,-60.52322075,-24.51714305
Argentina,Jujuy,-65.52283658,-23.42696374
Argentina,La Pampa,-64.40082773,-36.86560637
Argentina,La Rioja,-66.8166428,-30.06876026
Argentina,Mendoza,-68.74220033,-33.55874103
Argentina,Misiones,-55.24254637,-26.77892459
Argentina,Neuquén,-69.59996904,-38.5378583
Argentina,Río Negro,-67.69922315,-40.10952119
Argentina,Salta,-64.68799496,-24.1018454
Argentina,San Juan,-68.82996953,-30.88280618
Argentina,San Luis,-65.90999272,-33.49479145
Argentina,Santa Cruz,-69.69000989,-49.50098025
Argentina,Santa Fe,-60.79920218,-31.45846153
Argentina,Santiago del Estero,-63.77913441,-27.67466866
Argentina,Tierra del Fuego,-68.00449823,-54.29072438
Argentina,Tucumán,-65.24996841,-26.51632851
Armenia,Aragatsotn,44.3591667,40.3016667
Armenia,Ararat,44.5505556,39.9538889
Armenia,Erevan,44.51355139,40.18115074
Armenia,Gegharkunik,45.1266667,40.3588889
Armenia,Lori,44.48828162,40.81276593
Armenia,Shirak,43.84749385,40.78943402
Armenia,Tavush,45.1491667,40.8755556
Armenia,Vayots Dzor,45.3333333,39.7611111
Australia,Australian Capital Territory,149.1701865,-35.31881448
Australia,New South Wales,149.8079244,-32.62873027
Australia,Northern Territory,131.9833498,-18.51424237
Australia,Queensland,147.1781065,-22.96445458
Australia,South Australia,137.9266497,-34.05420658
Australia,Tasmania,146.7819956,-41.77935809
Australia,Victoria,144.2528585,-37.21471114
Australia,Western Australia,118.4111928,-27.68886243
Austria,Burgenland,16.53329747,47.83329908
Austria,Kärnten,14.3100203,46.62034426
Austria,Niederösterreich,16.24995357,47.81598187
Austria,Oberösterreich,13.87769527,48.44313998
Austria,Salzburg,13.0400203,47.81047833
Austria,Steiermark,15.41000484,47.0777582
Austria,Tirol,11.4099906,47.28040733
Austria,Vorarlberg,9.766701588,47.51669707
Austria,Wien,16.36663896,48.20001528
Azerbaijan,?li Bayramli,48.92025915,39.93230288
Azerbaijan,Astara,48.85106441,38.7540027
Azerbaijan,Baki,49.86221716,40.39527203
Azerbaijan,Gadabay,45.8161111,40.5655556
Azerbaijan,Ganca,46.35002844,40.68499595
Azerbaijan,Goranboy,46.7897222,40.6102778
Azerbaijan,Göyçay,47.74058956,40.65342165
Azerbaijan,Naxçivan,45.41220455,39.2092204
Azerbaijan,Oguz,47.4583333,41.0708333
Azerbaijan,Qabala,47.8458333,40.9813889
Azerbaijan,S?ki,47.17054683,41.19232932
Azerbaijan,Sumqayit,49.62998328,40.58001528
Azerbaijan,Tovuz,45.5926389,40.94875
Azerbaijan,Xocali,46.75196773,39.81564333
Azerbaijan,Yevlax,47.15003129,40.61719647
Azerbaijan,Z?ngilan,46.41498572,39.20152061
Bangladesh,Barisal,90.37498979,22.70040895
Bangladesh,Chittagong,91.48497372,22.90020296
Bangladesh,Dhaka,90.23172205,24.24885707
Bangladesh,Khulna,89.37998592,23.00520947
Bangladesh,Rajshahi,88.89700248,24.90124103
Bangladesh,Sylhet,91.87360632,24.90355613
Barbados,Saint Michael,-59.61652674,13.10200258
Belarus,Brest,25.26916188,52.45489768
Belarus,Homyel',30.13608273,52.23798586
Belarus,Hrodna,24.55936886,53.78317578
Belarus,Mahilyow,29.75871558,53.51253339
Belarus,Minsk,27.6413685,54.14825686
Belarus,Vitsyebsk,29.79761931,55.06447138
Belgium,Antwerp,4.415017048,51.22037355
Belgium,Arlon,5.816700472,49.68330313
Belgium,Brugge,3.230024779,51.22037355
Belgium,Brussels,4.333316608,50.83331708
Belgium,Charleroi,4.450001992,50.42039654
Belgium,East Flanders,3.700021931,51.02999758
Belgium,Hainaut,3.939003561,50.44599911
Belgium,Liege,5.580010537,50.62999615
Belgium,Limburg,5.483997561,50.96400317
Belgium,Namur,4.870028034,50.47039349
Belize,Belize,-88.18837447,17.49871096
Belize,Cayo,-88.91403776,17.20401579
Belize,Corozal,-88.3880005,18.39799811
Belize,Orange Walk,-88.5599797,18.09043194
Belize,Stann Creek,-88.22000045,16.97003522
Belize,Toledo,-88.81001612,16.1003467
Benin,Alibori,2.940016641,11.13036582
Benin,Atakora,1.389982054,10.32041526
Benin,Atlantique,2.089991006,6.360372741
Benin,Borgou,2.620036172,9.340009988
Benin,Donga,1.680041869,9.700427265
Benin,Mono,1.715004457,6.615000092
Benin,Ouémé,2.568308064,6.441659769
Benin,Zou,1.98999711,7.190399596
Bhutan,Punakha,89.83330266,27.63330305
Bhutan,Thimphu,89.57785735,27.42814348
Bhutan,Wangdi Phodrang,89.91669667,27.43329603
Bolivia,Chuquisaca,-64.92485259,-19.54004891
Bolivia,Cochabamba,-65.69665949,-17.50159883
Bolivia,El Beni,-65.39474711,-13.29614206
Bolivia,La Paz,-68.32125878,-15.9591514
Bolivia,Oruro,-67.4310885,-18.63193466
Bolivia,Pando,-68.73330876,-11.03334593
Bolivia,Potosí,-66.51038099,-20.06832129
Bolivia,Santa Cruz,-61.86487039,-17.62751435
Bolivia,Tarija,-64.31199723,-21.70115989
Bosnia and Herzegovina,Herzegovina-Neretva,17.82003861,43.35049217
Bosnia and Herzegovina,Sarajevo,18.38300167,43.8500224
Bosnia and Herzegovina,Serbian Republic,16.93998897,44.88039879
Bosnia and Herzegovina,Tuzla,18.6800378,44.5504706
Bosnia and Herzegovina,Zenica-Doboj,17.91998083,44.21997398
Botswana,Central,26.53835228,-21.76811705
Botswana,Ghanzi,21.63996049,-21.69961994
Botswana,Kgalagadi,22.03335594,-24.71623167
Botswana,Kgatleng,26.15200256,-24.377004
Botswana,Kweneng,25.5100085,-24.3999719
Botswana,North-West,23.02000029,-19.18559251
Botswana,South-East,25.79598588,-24.93296263
Botswana,Southern,25.33999304,-24.96960122
Brazil,Acre,-69.71331784,-8.888860115
Brazil,Alagoas,-36.28732023,-9.707245994
Brazil,Amapá,-51.34533651,0.882004292
Brazil,Amazonas,-62.54222994,-3.68779623
Brazil,Bahia,-40.3624415,-13.35019209
Brazil,Ceará,-39.52137769,-4.68853533
Brazil,Distrito Federal,-47.91605229,-15.78334023
Brazil,Espírito Santo,-40.3447935,-19.93224461
Brazil,Goiás,-49.45250602,-16.71053313
Brazil,Maranhão,-44.6600469,-4.37703646
Brazil,Mato Grosso,-56.92966033,-13.69575945
Brazil,Mato Grosso do Sul,-54.76074216,-20.91725023
Brazil,Minas Gerais,-44.61558011,-19.42000426
Brazil,Paraná,-51.10772386,-24.76850824
Brazil,Paraíba,-36.01536549,-7.116911025
Brazil,Pará,-50.59938276,-3.030231628
Brazil,Pernambuco,-36.13735761,-8.24878125
Brazil,Piauí,-42.1842759,-5.027747202
Brazil,Rio de Janeiro,-42.8716552,-22.46784178
Brazil,Rio Grande do Norte,-36.55143774,-5.906984786
Brazil,Rio Grande do Sul,-53.09354821,-29.87096079
Brazil,Rondônia,-63.02006002,-10.94687403
Brazil,Roraima,-60.89683619,2.31616223
Brazil,Santa Catarina,-49.79420638,-27.30937408
Brazil,Sergipe,-37.28499577,-11.08481566
Brazil,São Paulo,-48.1326727,-22.46705187
Brazil,Tocantins,-48.41328723,-9.772828554
Brunei,Brunei and Muara,114.9332841,4.883331115
Bulgaria,Burgas,27.47464311,42.51460004
Bulgaria,Dobrich,27.83999548,43.58505149
Bulgaria,Grad Sofiya,23.31665401,42.68334943
Bulgaria,Haskovo,25.5632869,41.94378216
Bulgaria,Kyustendil,22.6911108,42.28427818
Bulgaria,Lovech,24.71900459,43.13799911
Bulgaria,Montana,23.23700161,43.41400203
Bulgaria,Pernik,23.02271846,42.60999473
Bulgaria,Pleven,24.61337073,43.42376935
Bulgaria,Plovdiv,24.7539823,42.15397605
Bulgaria,Razgrad,26.53599663,43.53399903
Bulgaria,Ruse,25.97333939,43.85369143
Bulgaria,Shumen,26.92935339,43.27000612
Bulgaria,Sliven,26.33001013,42.67937034
Bulgaria,Stara Zagora,25.6227148,42.42313275
Bulgaria,Varna,27.89528926,43.21564252
Bulgaria,Veliko Tarnovo,25.65552934,43.08624473
Bulgaria,Vratsa,23.56253048,43.20998395
Burkina Faso,Banwa,-4.0833333,12.1833333
Burkina Faso,Bazéga,-1.333997543,12.06399605
Burkina Faso,Bougouriba,-3.248000411,10.95200113
Burkina Faso,Boulgou,-0.369703818,11.78040367
Burkina Faso,Boulkiemdé,-2.369995159,12.25047833
Burkina Faso,Ganzourgou,-0.611000429,12.24299707
Burkina Faso,Gnagna,-0.1379965,12.96900003
Burkina Faso,Gourma,0.360999451,12.05499605
Burkina Faso,Houet,-4.289981325,11.1799752
Burkina Faso,Kadiogo,-1.524723756,12.37031598
Burkina Faso,Komoé,-4.760004315,10.63044802
Burkina Faso,Kossi,-3.860000519,12.7289971
Burkina Faso,Kouritenga,-0.356003514,12.17700004
Burkina Faso,Kénédougou,-4.907996452,10.97399705
Burkina Faso,Mou Houn,-3.464000439,12.455001
Burkina Faso,Nahouri,-1.134998478,11.16900002
Burkina Faso,Namentenga,-0.568997532,12.65699714
Burkina Faso,Oubritenga,-1.293002442,12.57699605
Burkina Faso,Oudalan,-0.233297546,14.45000398
Burkina Faso,Passoré,-2.262995501,12.95399712
Burkina Faso,Poni,-3.174002407,10.32499811
Burkina Faso,Sanguié,-2.466944513,12.33349214
Burkina Faso,Sanmatenga,-1.090047446,13.09037539
Burkina Faso,Sissili,-2.097998529,11.09400299
Burkina Faso,Soum,-1.627001421,14.09900404
Burkina Faso,Sourou,-3.069998409,13.06899899
Burkina Faso,Séno,-0.027998519,14.0339971
Burkina Faso,Tapoa,1.796004571,12.07700108
Burkina Faso,Yagha,0.530443,13.4364122
Burkina Faso,Yatenga,-2.419992108,13.5704236
Burkina Faso,Ziro,-1.7736111,11.5544444
Burkina Faso,Zoundwéogo,-1.064996408,11.66200198
Burundi,Bubanza,29.36670351,-3.083300984
Burundi,Bujumbura Mairie,29.36000606,-3.37608722
Burundi,Bururi,29.61657955,-3.950729147
Burundi,Cankuzo,30.51669662,-3.166703921
Burundi,Karuzi,30.16299648,-3.099995968
Burundi,Kayanza,29.5667016,-2.899997879
Burundi,Kirundo,30.0972222,-2.5847222
Burundi,Makamba,29.79999964,-4.133303903
Burundi,Muramvya,29.72779637,-3.34350183
Burundi,Muyinga,30.31726029,-2.852346579
Burundi,Ngozi,29.82500157,-2.912003884
Burundi,Rutana,29.99300455,-3.93100195
Burundi,Ruyigi,30.2439966,-3.481001905
Cambodia,Batdâmbâng,103.2000468,13.10001304
Cambodia,Bântéay Méanchey,102.9833158,13.58375612
Cambodia,Kaôh Kong,102.9849329,11.61753897
Cambodia,Krâchéh,106.0239967,12.46899612
Cambodia,Kâmpóng Cham,105.4500386,12.00044191
Cambodia,Kâmpóng Chhnang,104.6666239,12.25047833
Cambodia,Kâmpóng Spœ,104.5189986,11.4519961
Cambodia,Kâmpóng Thum,104.8889977,12.71199613
Cambodia,Kâmpôt,104.1833459,10.61708966
Cambodia,Môndól Kiri,107.1999997,12.44999711
Cambodia,Phnom Penh,104.9166345,11.55003013
Cambodia,Pouthisat,103.9166955,12.53369102
Cambodia,Preah Vihéar,104.9667037,13.816701
Cambodia,Prey Vêng,105.3240036,11.48399998
Cambodia,Rôtânôkiri,106.9810026,13.50700214
Cambodia,Siemréab,103.8500329,13.36663759
Cambodia,Stœng Trêng,105.9740016,13.52300408
Cambodia,Svay Rieng,105.8010036,11.0799991
Cambodia,Takêv,104.7833093,10.98375978
Cameroon,Adamaoua,13.18414587,7.068714517
Cameroon,Centre,11.25332058,3.94697354
Cameroon,Est,13.63247768,4.482877522
Cameroon,Extrême-Nord,14.32469641,10.59556643
Cameroon,Littoral,9.923328544,4.273764532
Cameroon,Nord,13.64335988,9.026945549
Cameroon,Nord-Ouest,10.30001529,6.193595668
Cameroon,Ouest,10.49664411,5.463734964
Cameroon,Sud,10.53001847,2.920220967
Cameroon,Sud-Ouest,9.21108123,4.644030378
Canada,Alberta,-114.025725,53.7856539
Canada,British Columbia,-123.3797392,51.802084
Canada,Manitoba,-97.87239965,53.89916612
Canada,New Brunswick,-66.29198491,46.45595636
Canada,Newfoundland and Labrador,-58.19896279,51.28904269
Canada,Northwest Territories,-123.7052855,65.59204042
Canada,Nova Scotia,-63.58396522,45.00749423
Canada,Nunavut,-86.35411876,67.8580089
Canada,Ontario,-83.33213782,47.34898525
Canada,Prince Edward Island,-63.13132512,46.24928164
Canada,Québec,-71.72707497,50.17918416
Canada,Saskatchewan,-105.9648734,52.84490295
Canada,Yukon,-135.5666712,61.56259112
Central African Republic,Bamingui-Bangoran,20.65304398,8.409136575
Central African Republic,Bangui,18.10415564,4.816823546
Central African Republic,Basse-Kotto,21.17999753,4.320000059
Central African Republic,Haut-Mbomou,25.81665645,5.216824971
Central African Republic,Haute-Kotto,22.19165808,7.300199096
Central African Republic,Kémo,19.08332068,5.733770161
Central African Republic,Lobaye,17.99997595,3.870421365
Central African Republic,Mambéré-Kadéï,15.82331295,4.59182436
Central African Republic,Mbomou,23.06664343,5.175380472
Central African Republic,Nana-Grébizi,19.18000728,6.980386575
Central African Republic,Nana-Mambéré,15.59996741,5.950010192
Central African Republic,Ouaka,20.66720333,5.761959655
Central African Republic,Ouham,17.44998368,6.483724384
Central African Republic,Ouham-Pendé,16.38333044,6.316990376
Central African Republic,Sangha-Mbaéré,16.06660559,3.533697732
Central African Republic,Vakaga,22.78330155,10.28369916
Chad,Batha,19.00831234,13.2587372
Chad,Bet,19.07823916,18.52004396
Chad,Guéra,18.6999849,12.18373822
Chad,Hadjer-Lamis,15.04914831,12.11309654
Chad,Kanem,15.31331824,14.11943402
Chad,Lac,14.71469844,13.45895754
Chad,Logone Oriental,16.47001766,8.600210184
Chad,Mandoul,18.39002966,9.149969909
Chad,Mayo-Kebbi Est,15.17689246,9.818184935
Chad,Ouaddaï,20.82998409,13.83999371
Chad,Salamat,20.28329911,11.03329165
Chad,Tandjilé,16.05250519,9.356033388
Chad,Wadi Fira,20.91669714,14.53325889
Chile,Aisén del General Carlos Ibáñez del Campo,-72.43999034,-46.07873479
Chile,Antofagasta,-69.63082827,-23.06786975
Chile,Arica y Parinacota,-70.28998377,-18.50002195
Chile,Atacama,-70.70143152,-27.76412979
Chile,Bío-Bío,-72.84926683,-37.07658315
Chile,Coquimbo,-71.09765687,-30.72309278
Chile,La Araucanía,-72.5495668,-38.6469011
Chile,Libertador General Bernardo O'Higgins,-71.24331059,-34.37669283
Chile,Los Lagos,-73.40297883,-41.89781707
Chile,Los Ríos,-73.03125055,-40.06862791
Chile,Magallanes y Antártica Chilena,-70.63374831,-53.11664284
Chile,Maule,-71.8479972,-35.51292666
Chile,Región Metropolitana de Santiago,-70.68351272,-33.52499632
Chile,Santa Cruz,-72.55997441,-48.46790851
Chile,Tarapacá,-69.93664616,-20.15479175
Chile,Valparaíso,-71.2272872,-32.9424036
China,Anhui,117.1849453,32.18472355
China,Beijing,116.1242191,39.8979036
China,Chongqing,108.1705616,30.47846993
China,Fujian,118.1997384,25.86163934
China,Gansu,100.727585,36.95455756
China,Guangdong,113.5623538,23.11653699
China,Guangxi,108.9714492,23.22861961
China,Guizhou,106.403908,26.64928937
China,Hainan,109.9120287,19.1545534
China,Hebei,116.0792994,38.69639156
China,Heilongjiang,127.4950672,46.832384
China,Henan,113.8272082,34.36243452
China,Hubei,112.8435465,31.02783922
China,Hunan,112.2692407,27.68036139
China,Innermongolia,111.77261,40.82316
China,Jiangsu,119.4202646,32.87193726
China,Jiangxi,115.6609226,28.05684568
China,Jilin,126.2004839,43.52955854
China,Liaoning,122.432688,41.02661637
China,Nei Mongol,116.0536328,44.37703527
China,Ningxia,106.5210327,38.85062472
China,North,115.97,37.316
China,Northeast,127.745,45.163
China,Shaanxi,108.9440811,34.69399647
China,Shandong,118.306543,36.21946161
China,Shanghai,121.4365047,31.21645245
China,Shanxi,112.5318474,37.42189233
China,Sichuan,104.2350401,29.97066693
China,South,110.76,22.56
China,Taiwan,121.52,25.0307
China,Tianjin,117.4885028,39.18099215
China,Tibet,91.12434,29.65289
China,Xinjiang,84.44030035,42.6698748
China,Xizang,90.47143277,30.31791741
China,Yunnan,101.9711517,24.95042481
China,Zhejiang,120.460162,29.42813494
Colombia,Amazonas,-69.93997929,-4.220015036
Colombia,Antioquia,-75.53535266,6.655501152
Colombia,Arauca,-71.25082951,6.775502441
Colombia,Atlántico,-74.82998227,10.83999595
Colombia,Bogota,-74.08334396,4.596423563
Colombia,Bolívar,-75.1835998,9.902533793
Colombia,Boyacá,-73.28750752,5.680323811
Colombia,Caldas,-75.52000045,5.059986998
Colombia,Caquetá,-75.13001134,1.840390237
Colombia,Casanare,-71.87301082,5.07077505
Colombia,Cauca,-77.23499913,2.490195535
Colombia,Cesar,-73.25000981,10.47999208
Colombia,Chocó,-77.23031941,6.165780394
Colombia,Cundinamarca,-74.80999211,4.310006937
Colombia,Córdoba,-75.61867659,8.776599073
Colombia,Guainía,-67.90609827,3.854039936
Colombia,Huila,-75.43674111,2.610481044
Colombia,La Guajira,-72.90997888,11.5403408
Colombia,Magdalena,-74.14389151,10.41931534
Colombia,Meta,-73.23125126,3.625927245
Colombia,Nariño,-77.84025934,1.235989145
Colombia,Norte de Santander,-72.84333351,7.850273186
Colombia,Putumayo,-76.62998438,1.149993102
Colombia,Quindío,-75.68112757,4.534282653
Colombia,Risaralda,-75.67999068,4.81038983
Colombia,Santander,-73.41528827,6.893475429
Colombia,Sucre,-75.47599797,9.413132141
Colombia,Tolima,-74.99110509,4.814627298
Colombia,Valle del Cauca,-76.41761452,4.028180933
Colombia,Vaupés,-70.17360844,1.198310566
Colombia,Vichada,-67.49302271,6.185034606
Congo (Brazzaville),Bouenza,13.41700307,-4.17201021
Congo (Brazzaville),Cuvette,15.7800081,-0.244598776
Congo (Brazzaville),Cuvette-Ouest,14.82001501,-0.879598776
Congo (Brazzaville),Kouilou,11.88003943,-4.770007305
Congo (Brazzaville),Likouala,18.04002519,1.640376606
Congo (Brazzaville),Lékoumou,13.35002722,-3.689608135
Congo (Brazzaville),Niari,12.69500261,-3.55961607
Congo (Brazzaville),Plateaux,15.30001156,-2.209543438
Congo (Brazzaville),Pool,15.02334405,-4.307592835
Congo (Brazzaville),Sangha,15.28224347,1.76136836
Congo (Kinshasa),Bandundu,17.73150749,-4.383951471
Congo (Kinshasa),Bas-Congo,13.75119136,-5.416841208
Congo (Kinshasa),Kasaï-Occidental,21.69857633,-5.546836965
Congo (Kinshasa),Kasaï-Oriental,24.01143626,-5.695428855
Congo (Kinshasa),Katanga,26.55073537,-8.761306469
Congo (Kinshasa),Kinshasa City,15.31497188,-4.329724102
Congo (Kinshasa),Maniema,26.4506746,-2.851189027
Congo (Kinshasa),Nord-Kivu,29.11995667,-0.453836878
Congo (Kinshasa),Orientale,26.5091594,2.036360188
Congo (Kinshasa),Sud-Kivu,28.80419158,-2.972735441
Congo (Kinshasa),Équateur,20.45725306,2.226206481
Costa Rica,Alajuela,-84.33500503,10.17525617
Costa Rica,Cartago,-83.92997807,9.86997764
Costa Rica,Guanacaste,-85.38777884,10.71139054
Costa Rica,Heredia,-84.12000251,9.991997986
Costa Rica,Limón,-82.8266604,9.760203978
Costa Rica,Puntarenas,-83.83785534,9.193519814
Costa Rica,San José,-84.08405135,9.93501243
Croatia,Brodsko-Posavska,18.01558223,45.16027834
Croatia,Dubrovacko-Neretvanska,18.09139156,42.66094769
Croatia,Grad Zagreb,15.99999467,45.80000673
Croatia,Istarska,13.84808467,44.86871991
Croatia,Karlovacka,15.54777421,45.48720929
Croatia,Osjecko-Baranjska,18.6800378,45.55038373
Croatia,Primorsko-Goranska,14.45001176,45.32998374
Croatia,Splitsko-Dalmatinska,16.46999182,43.52040428
Croatia,Zadarska,15.26226192,44.12013511
Croatia,Šibensko-Kninska,15.9058333,43.7272222
Cuba,Camagüey,-77.59068801,21.46323641
Cuba,Ciego de Ávila,-78.69471623,21.97492353
Cuba,Cienfuegos,-80.44029444,22.14444806
Cuba,Ciudad de la Habana,-82.36418217,23.13195884
Cuba,Granma,-76.87996912,20.36164991
Cuba,Guantánamo,-75.20614364,20.1452936
Cuba,Holguín,-75.99082443,20.92507805
Cuba,Isla de la Juventud,-82.79999536,21.88371462
Cuba,La Habana,-82.42966482,22.8468858
Cuba,Las Tunas,-76.95438318,20.96012758
Cuba,Matanzas,-81.24164087,22.880553
Cuba,Pinar del Río,-83.69808008,22.41750633
Cuba,Sancti Spíritus,-79.44250004,21.93014589
Cuba,Santiago de Cuba,-75.91006708,20.12112195
Cuba,Villa Clara,-79.79136764,22.51016217
Cyprus,Larnaca,33.63599757,34.9170031
Cyprus,Limassol,33.0333219,34.67541445
Cyprus,Paphos,32.42245666,34.75591516
Czech Republic,Jihoceský,14.46003699,48.98001935
Czech Republic,Karlovarský,13.36000077,49.74043805
Czech Republic,Kraj Vysocina,16.61444467,49.27706409
Czech Republic,Královéhradecký,15.78600543,50.12320796
Czech Republic,Liberecký,14.58050185,50.73147905
Czech Republic,Moravskoslezský,17.74999121,49.7301932
Czech Republic,Prague,14.46597978,50.08333701
Denmark,Hovedstaden,12.44009215,55.80593163
Denmark,Midtjylland,9.805334025,56.29527051
Denmark,Nordjylland,10.22494666,57.2337016
Denmark,Sjaælland,11.82501806,55.54148605
Denmark,Syddanmark,9.746250416,55.41171001
Djibouti,Ali Sabieh,42.71252437,11.15622988
Djibouti,Dikhil,42.37200058,11.10400201
Djibouti,Djibouti,43.14800167,11.59501446
Djibouti,Obock,43.28556433,11.97344098
Djibouti,Tadjourah,42.9000035,11.78330399
Dominica,Saint George,-61.38701298,15.30101564
Dominican Republic,Azua,-70.7290016,18.45399613
Dominican Republic,Bahoruco,-71.41663334,18.46661053
Dominican Republic,Barahona,-71.099986,18.20037355
Dominican Republic,Dajabón,-71.70499757,19.548
Dominican Republic,Distrito Nacional,-69.90008508,18.47007285
Dominican Republic,Duarte,-70.25001205,19.29999636
Dominican Republic,El Seybo,-69.03500346,18.76400114
Dominican Republic,Elias Pina,-71.70699546,18.875997
Dominican Republic,Espaillat,-70.52300059,19.39699814
Dominican Republic,Hato Mayor,-69.25699747,18.76400114
Dominican Republic,Hermanas,-70.4167015,19.38300302
Dominican Republic,Independencia,-71.85099553,18.49300212
Dominican Republic,La Altagracia,-68.57898219,18.66650236
Dominican Republic,La Romana,-68.96660201,18.41700116
Dominican Republic,La Vega,-70.51658492,19.2165906
Dominican Republic,María Trinidad Sánchez,-69.84700149,19.37600108
Dominican Republic,Monseñor Nouel,-70.40899757,18.94200314
Dominican Republic,Monte Cristi,-71.65002995,19.86699017
Dominican Republic,Monte Plata,-69.78400153,18.80700306
Dominican Republic,Pedernales,-71.74099755,18.03799801
Dominican Republic,Peravia,-70.33100347,18.279999
Dominican Republic,Puerto Plata,-70.69024747,19.7902171
Dominican Republic,Samaná,-69.3320036,19.21200313
Dominican Republic,San Cristóbal,-70.10900052,18.4159981
