id	fc	log2fc	pvalue	padj
NSMCE2	4.14107790580433	2.05000634428237	2.53698765908131e-40	7.9284558988513e-38
KIF2C	11.6861073011678	3.54672253608698	2.65435398698358e-40	8.21548081605908e-38
HM13	2.72370314881581	1.44556947535131	2.76260920818809e-40	8.46910740974917e-38
UCK2	4.78501087602503	2.25852220386899	3.06510482380629e-40	9.30779803523592e-38
C1ORF35	3.7232699700849	1.89657022816412	3.70340614889073e-40	1.11410224791256e-37
NAT9	3.78007647427068	1.91841542173075	5.63908530197397e-40	1.68070848875222e-37
LRRC14	3.92389703742097	1.97228718591214	5.85011015574667e-40	1.72760730094798e-37
DAP3	2.7134257834416	1.44011544919071	6.16006766329798e-40	1.80260380012635e-37
CENPM	11.6963786887344	3.54799002157719	6.83483999017242e-40	1.98204202201495e-37
GMNN	6.26679679930206	2.64772821454121	7.39415032134849e-40	2.12509200619542e-37
SNAPIN	2.75012087030466	1.4594950277853	8.14301401731264e-40	2.31960600179891e-37
PPP1R35	3.63284429355265	1.86109953208056	9.76234405237579e-40	2.75649204124495e-37
UFC1	2.66233971439896	1.4126946708023	1.05325230208333e-39	2.94809898710958e-37
STX4	2.54309641800497	1.3465861608643	1.26794871769195e-39	3.51844838567121e-37
PVALB	0.341670701027716	-1.54932155591244	1.42961109684728e-39	3.93314116208693e-37
PTTG1	9.68009276088997	3.27502087240015	1.71720463841731e-39	4.68433051745887e-37
NOL7	2.64186538156429	1.40155695473853	1.8033819812007e-39	4.87807248679575e-37
ILF2	3.48017920079718	1.79916159499503	2.16366371427927e-39	5.80384760824462e-37
ZWINT	9.64437212254219	3.26968731757139	2.24390883314366e-39	5.96935383719514e-37
KRTCAP2	3.2917451717102	1.71885265479359	2.52320662450864e-39	6.65733590461546e-37
SUGP1	2.308655758428	1.20705307019588	2.54434099122302e-39	6.65851968833152e-37
NUDT1	5.71150836337003	2.51387180005084	2.77496346387213e-39	7.20349184988549e-37
SAP30L	2.40154824514272	1.26396479143146	2.88087242403782e-39	7.41859219658827e-37
TK1	9.61684109863677	3.26556308113291	3.10266632737254e-39	7.91583954132979e-37
PDCD5	3.25437207703558	1.70237920583733	3.12315269734656e-39	7.91583954132979e-37
C16ORF59	6.61309934454033	2.72532657446105	3.21438801898417e-39	8.08343249555323e-37
MRGBP	3.31495834414375	1.72899074150684	3.5682779491503e-39	8.90382162055807e-37
SAC3D1	4.17330065505419	2.06118885971729	3.66156851389604e-39	9.06632529952304e-37
PSMD4	3.86848375948435	1.95176821719569	3.99753400734663e-39	9.82264291316647e-37
FAM189B	4.92926259879344	2.30137184038945	4.95325785757451e-39	1.20788194831414e-36
SPSB2	4.65110475683835	2.2175734340507	5.51710122577772e-39	1.33526294253052e-36
NARF	3.22789833818771	1.69059514202894	6.40574465748427e-39	1.53876503566986e-36
CDC20	13.3925426635352	3.74335798682863	6.57855359114347e-39	1.56857082626161e-36
ELOVL1	3.33473265678511	1.73757110618037	7.01748625527874e-39	1.66092547846447e-36
MIIP	3.35552133887173	1.74653693172303	7.71849531388247e-39	1.81350836247126e-36
ZC3H3	3.52081560076955	1.81590966945558	8.08557763881552e-39	1.88599027982487e-36
GPS1	2.54308027083751	1.34657700056971	8.89132456196176e-39	2.05901328291358e-36
MELK	9.71045410228758	3.27953876380098	9.04330129960014e-39	2.07924875380592e-36
SLC50A1	4.26047982185214	2.09101591815645	9.20468490456233e-39	2.10134469782239e-36
TIGD5	4.32431818298888	2.1124726803648	9.76275794276354e-39	2.20878487624052e-36
POLR2K	3.07116853358872	1.61878768388695	9.81255203027103e-39	2.20878487624052e-36
ADAMTS13	0.214127635173077	-2.22345709386595	1.07304006825013e-38	2.39861713589608e-36
PCNXL3	3.40318894066826	1.76688725009758	1.207692924523e-38	2.68099500327385e-36
KIAA1522	5.44661574901214	2.44536009068694	1.22065994889511e-38	2.69122075993046e-36
DUS1L	2.51661649723287	1.33148538348552	1.4801469948181e-38	3.24111915756462e-36
TRIM11	3.33865411966321	1.73926663976413	1.49565970477569e-38	3.25295879979896e-36
NSUN5	3.17873293698372	1.66845181274077	1.63897798221661e-38	3.54074243419936e-36
DHX34	3.65460778748321	1.86971658444994	1.73577501550646e-38	3.7248574649425e-36
GRK6	3.19897973962013	1.67761185533507	1.92386760353642e-38	4.10115061524728e-36
SUV39H1	3.29244180678075	1.71915794137449	2.06700371775059e-38	4.36554203434365e-36
GPR182	0.280794300886091	-1.83241444046573	2.07501920300282e-38	4.36554203434365e-36
NEK2	7.43967570228884	2.89523973519128	2.25781420387329e-38	4.69164092914598e-36
UFD1L	2.63849312552597	1.39971422465951	2.26829470847216e-38	4.69164092914598e-36
RFXANK	3.75522331642854	1.90889870478992	2.27374564275614e-38	4.69164092914598e-36
FLVCR1	4.6623413628354	2.22105463819485	2.5148309348e-38	5.13330265753962e-36
ACOT8	2.27404404951199	1.18526020031503	2.51968629000982e-38	5.13330265753962e-36
GPM6A	0.28406082060998	-1.8157282348825	2.79208679573888e-38	5.65248313635464e-36
TMEM120B	2.87935539695446	1.52574587079767	3.29368862441968e-38	6.62628394571532e-36
CDKN2A	12.2888842863446	3.61928203357391	3.31954767236393e-38	6.63682733079021e-36
TCOF1	3.45273161687316	1.78773819690366	3.85793974875664e-38	7.66563102300788e-36
GLI4	4.0699691451676	2.02501785732139	4.48915804303596e-38	8.86512320535488e-36
TMEM104	3.21659383933558	1.68553377777807	5.11709003192152e-38	1.00435372583855e-35
CDK1	10.9129666039253	3.44797143513636	5.26151993846695e-38	1.02644281999583e-35
STIP1	3.65035192825117	1.86803556006586	5.43550882571054e-38	1.05399755175179e-35
VPS16	2.50307786843555	1.32370317263167	5.67226813188645e-38	1.09332119100175e-35
SART1	2.46361782958285	1.30077847432499	5.78319150526293e-38	1.10806637716017e-35
RFC4	5.62458445551088	2.49174651390854	6.03260345415338e-38	1.14901463068487e-35
RRP9	3.25602607938517	1.70311225502461	6.33225244917953e-38	1.19899337698023e-35
BCO2	0.151963386528966	-2.71820432671819	6.50431980523909e-38	1.22092941195024e-35
ZNF692	4.53245918555978	2.180294028672	6.52396343022281e-38	1.22092941195024e-35
KIF4A	7.46788719018257	2.90070013439413	6.6675695050397e-38	1.24059187744349e-35
PTGES3	2.51750519452494	1.33199475503748	8.06407078633476e-38	1.49180675023753e-35
HAX1	2.41279185775156	1.27070346518421	8.13424284675779e-38	1.49618938853878e-35
TROAP	8.94082113331973	3.16040733594631	8.58282660014908e-38	1.56973071268295e-35
LSM4	3.5650929619856	1.8339396963177	9.22974667112503e-38	1.67851025760929e-35
FAM83D	7.89763898436413	2.98142142105585	9.33017185909743e-38	1.68724102231734e-35
CCT6A	3.35902028548319	1.74804050818856	9.63266698256337e-38	1.73221182961862e-35
CNPY2	2.18587366453846	1.12821002094997	1.0231344281951e-37	1.82964856162068e-35
KIF20A	10.4662785713914	3.3876766583618	1.11694702463839e-37	1.9863761202257e-35
APOA1BP	2.74558810479844	1.45711520751832	1.1356229275189e-37	2.00849266010472e-35
TUBG1	4.16022863673403	2.05666281779382	1.21271099829238e-37	2.1331122581439e-35
CDC45	7.78121898929482	2.95999618246747	1.32018154594051e-37	2.30952846642821e-35
MANBAL	2.95191518463928	1.56165127002359	1.34599254525742e-37	2.34195427239411e-35
PGP	3.86550693595993	1.95065762657889	1.36361314665537e-37	2.35985718159622e-35
HJURP	9.47599602488683	3.24427759337793	1.42887744735635e-37	2.45957947341997e-35
ACBD6	3.29415480015683	1.71990835232326	1.64533840137912e-37	2.8171169043613e-35
TMED9	2.51431193005321	1.33016364419938	1.72005382770286e-37	2.92946098729774e-35
CDC6	10.0305808320136	3.32633324412794	1.97542360256133e-37	3.34667949172877e-35
TBCE	3.23404933340095	1.69334168639044	2.0371058841271e-37	3.43311001592498e-35
CENPB	2.54134939099379	1.34559473430605	2.27307374677002e-37	3.79833807098614e-35
TMEM199	2.34539695741452	1.22983211891421	2.27742162757565e-37	3.79833807098614e-35
DRAP1	2.65796981867513	1.4103247228628	2.49224466339697e-37	4.13519914794252e-35
JMJD4	3.02966106103563	1.59915640329746	2.5469660366735e-37	4.20432255151197e-35
CDK5	3.10157827699434	1.63300253580971	2.93998436131988e-37	4.82832431665948e-35
STMN1	8.30470753262297	3.05392936160558	3.075814811736e-37	5.02575649619138e-35
NUF2	9.0778586688391	3.1823520274527	3.09444026435631e-37	5.03065341764471e-35
HSPB1	5.55977749226775	2.47502714603774	3.14622785953188e-37	5.08914213921969e-35
BRMS1	2.97172085370127	1.57129860379878	3.17818402031359e-37	5.11512827149371e-35
POLR2G	2.83234823799368	1.50199865607772	3.44013990287855e-37	5.49129645089956e-35
CEP250	3.44032889929258	1.78254649478092	3.44602778303679e-37	5.49129645089956e-35
FEN1	5.37157413000386	2.42534492932114	3.58044044824525e-37	5.677379191555e-35
HMMR	7.90874184375947	2.98344820289769	3.63487399787874e-37	5.7354391724372e-35
MRPS21	3.26242959168036	1.70594676640906	4.83630259594295e-37	7.59393874442965e-35
BLOC1S3	3.36121313325623	1.74898202629448	4.89535615544284e-37	7.64935045085193e-35
DEDD	2.53566778453911	1.34236574035357	5.34933860766782e-37	8.31835074600094e-35
RBCK1	3.09367716528131	1.62932265498082	6.13432138931487e-37	9.45900504648413e-35
ZNF865	2.98269337997755	1.57661567665997	6.14163861789799e-37	9.45900504648413e-35
MRPL53	3.81589878090339	1.93202290346464	6.50345984954248e-37	9.96856519509157e-35
PRKRIP1	2.89981243426358	1.53595958682329	6.93408767917908e-37	1.05782629528481e-34
OIT3	0.114795658248098	-3.12286001683186	7.24112986485378e-37	1.09722006472168e-34
ZNF205	2.94675826002452	1.55912871252546	7.26048879386494e-37	1.09722006472168e-34
COPS6	2.47841431777819	1.30941738370103	7.86668675202991e-37	1.18327467224809e-34
ZNF341	2.55387480234368	1.35268780207074	8.12387065914159e-37	1.21627568673074e-34
SKA1	7.93314181222592	2.98789233872205	8.68352727784974e-37	1.29404657197549e-34
NCAPG	9.37863394599575	3.22937780090058	8.81972917281442e-37	1.30828692324296e-34
RECQL5	2.92360497365492	1.54774839301098	9.25015641520659e-37	1.36584075618846e-34
PYGO2	4.08608482914057	2.03071915544413	9.78274763025518e-37	1.4378852213255e-34
ANKRD39	2.37106917039685	1.24553775068702	9.9594633889773e-37	1.45720530467177e-34
HIGD1B	3.65226793384835	1.86879260668447	1.01589171785189e-36	1.47966237583414e-34
CDKN2AIPNL	3.07353088882154	1.6198969841514	1.06318668186862e-36	1.54157279741752e-34
TMEM79	3.01648444530286	1.59286814303331	1.21245433999968e-36	1.75012075113227e-34
ORMDL2	2.41811201041968	1.27388107384024	1.27026429966026e-36	1.82538114025732e-34
ZNF282	2.80900364509962	1.49005849657671	1.39976162127566e-36	2.00253008121076e-34
ZBTB17	2.59563667624187	1.37608845650063	1.54446911247684e-36	2.19977505581934e-34
TSEN54	3.48941435759465	1.80298492345735	1.75790819375105e-36	2.49274479509483e-34
TACC3	7.54051181889263	2.91466245101621	1.85374206729461e-36	2.61710979842747e-34
CCDC137	3.63218958553687	1.86083950741286	1.92227319667681e-36	2.70201100121527e-34
ERI3	2.58852091563219	1.37212797543544	2.15487611935907e-36	3.01579597417604e-34
COPZ1	2.21519761897742	1.1474354081262	2.17940208723178e-36	3.03691661410839e-34
LIN37	2.92656605138083	1.54920884006369	2.4446566782085e-36	3.39185576788161e-34
PIGT	3.06582768759545	1.616276613749	2.47943689217472e-36	3.4253473872194e-34
SCRIB	4.14574649376235	2.05163190048648	2.70892440019967e-36	3.72639177427466e-34
CCDC107	3.07030412704091	1.61838156792195	2.7263626592663e-36	3.73442075060097e-34
CENPA	8.04284349669095	3.00770564733933	2.77599761398075e-36	3.78629606764519e-34
PRC1	8.37367529540566	3.06586097602061	3.06138947521506e-36	4.15793526656952e-34
AURKB	9.82453575841917	3.29638923690301	3.11903567475561e-36	4.21843022414741e-34
CUL7	3.50039468868581	1.80751760300222	3.18965776411393e-36	4.29589513678089e-34
SUV420H2	3.66223697275231	1.87272514677516	3.26696533325819e-36	4.36977400590579e-34
SNRPB	4.11441629898549	2.04068777395442	3.27166278984527e-36	4.36977400590579e-34
TBC1D7	2.86792544732569	1.52000752119063	3.30001819636557e-36	4.38943329433105e-34
CCDC97	3.03216408282431	1.60034782576224	3.36114625053971e-36	4.4523430723713e-34
FIBP	2.55429339514069	1.35292424759501	3.56495483401599e-36	4.70296439148117e-34
DPH2	3.35841755422269	1.74778161263237	4.2380276747037e-36	5.568076441675e-34
PCGF1	2.39533577354466	1.26022790434296	4.54408016318606e-36	5.94591042165838e-34
SEMA3F	3.16033407003728	1.66007706970359	4.58606683644792e-36	5.97655487443005e-34
DDX39A	4.60598478066107	2.20350964410925	4.60901237986124e-36	5.98223788287715e-34
CD2BP2	2.75348289438663	1.4612576459828	4.97957386459697e-36	6.43724912158682e-34
SAE1	3.52318387133248	1.81687976956388	5.63324979172228e-36	7.25314710182993e-34
C12ORF73	2.56011375901069	1.35620791800425	5.79801584288086e-36	7.43555107436223e-34
SCAF1	2.55039914812303	1.35072305255627	5.93870862314675e-36	7.58575761390757e-34
CYHR1	3.11811475330321	1.64067402328106	5.98417513284628e-36	7.61362108107466e-34
TECPR1	2.63448419274053	1.39752052337309	6.4120916483224e-36	8.12593771920668e-34
SAMD4B	2.78902881632274	1.47976284040823	6.49917371446948e-36	8.20399618411993e-34
RALY	3.22216311611064	1.68802952968921	7.87817591703785e-36	9.90588299193482e-34
KCNN2	0.206125588297723	-2.27840448366005	8.5697747556583e-36	1.07335595178944e-33
EDC3	2.97482642963877	1.57280549483924	8.96326627395363e-36	1.11828906237323e-33
THY1	6.50319078019121	2.70114774787451	9.66680394270486e-36	1.20140830931169e-33
ZNF335	2.74737963805966	1.45805627848913	1.14182692145962e-35	1.41362564518707e-33
POLA2	3.92271072604315	1.97185095012558	1.21623014675241e-35	1.49997058213845e-33
CTD-2517M22.17	6.74041382967345	2.75283716880919	1.22854044626508e-35	1.50936978720712e-33
YIPF3	2.21854475241188	1.14961365544865	1.26062992453089e-35	1.54290557569296e-33
MCM7	5.39590014551632	2.4318636505654	1.28474974047481e-35	1.56647005288423e-33
GINS1	6.53132674992773	2.70737608535775	1.42328190188839e-35	1.72883098641077e-33
ATP6AP1	2.83053784807959	1.50107621455217	1.51351696387683e-35	1.83152622369291e-33
IRAK1	4.34373829969494	2.11893718668153	1.53184464672882e-35	1.84676207241775e-33
CPEB3	0.241719361957522	-2.04859505587025	1.65775107449848e-35	1.99109512451611e-33
CDKN2C	7.04032373205239	2.81564176918763	1.72101077211667e-35	2.05939091983879e-33
MARK4	3.05752209774674	1.61236292563555	1.74767142489133e-35	2.08354798132692e-33
MND1	4.74969103923846	2.24783367120033	1.77070438655585e-35	2.10321784128584e-33
SPDL1	4.34573312095221	2.11959957882176	1.80559724339903e-35	2.13677829660925e-33
SKA3	6.5961447972049	2.72162306886583	1.82745233548621e-35	2.15472026472401e-33
PSMC3	2.14253134275056	1.09931630944866	1.87782798612062e-35	2.20603668048309e-33
ASF1B	9.65088125982689	3.27066068653952	1.93290285185945e-35	2.26248035994559e-33
CXORF36	3.07711012080709	1.62157607444802	2.19230949494692e-35	2.55682066423356e-33
PLOD3	3.49504754467944	1.8053120813537	2.57070036826261e-35	2.98730231602907e-33
ATRIP	2.48651444075828	1.31412480980541	2.5947096530332e-35	2.99622362068964e-33
HAUS5	3.3489192475621	1.74369558878088	2.59699397363202e-35	2.99622362068964e-33
SNF8	2.58808285301331	1.3718838034657	2.81241918633201e-35	3.23317718531575e-33
ASPM	7.49837663635561	2.9065782926513	2.84479168194545e-35	3.25875442883068e-33
HAMP	0.0179072738665973	-5.80331046599057	2.96406987408037e-35	3.38334911974373e-33
ARFGAP1	2.93276746099927	1.55226268440444	3.19090356747302e-35	3.62939911425403e-33
ZNF526	2.41617133072864	1.27272275980731	3.52718679897936e-35	3.99674018257382e-33
PKMYT1	6.63189112249129	2.72942032192244	3.53869630008245e-35	3.99674018257382e-33
PLK1	8.83052130247154	3.14249860868811	3.60549730962496e-35	4.05794940208104e-33
RABIF	2.8119644231795	1.49157834162695	3.66075798269495e-35	4.10578880505114e-33
IK	2.30752864920894	1.20634855981691	3.85074971757323e-35	4.30388134232517e-33
DTL	7.80607275891964	2.96459690992564	3.97205054078924e-35	4.42409463174619e-33
COX4I2	4.73079612148425	2.24208298776534	4.14285953087976e-35	4.59843122205133e-33
CHRM2	0.677709140574445	-0.561261865013352	4.21775696555653e-35	4.66547694035393e-33
MCM2	9.70608155412744	3.27888898221636	4.23571758744859e-35	4.66929840487612e-33
BRAT1	2.58618021459194	1.37082281097152	4.50018654992591e-35	4.9439080155483e-33
AKAP8L	3.04095257234791	1.60452331581888	4.60088854455589e-35	5.03734698505815e-33
IRGQ	2.80208410738161	1.48650026036589	4.62201807367529e-35	5.0433267719842e-33
TAF10	2.60177643486472	1.37949699965409	5.38474724180142e-35	5.8557307083225e-33
C14ORF93	2.71117329709337	1.43891733260263	5.64333388290804e-35	6.11257143050024e-33
IRF3	3.06297819352244	1.61493509589246	5.65890921211927e-35	6.11257143050024e-33
SPC25	5.73607690092145	2.52006436571247	5.88833034483216e-35	6.33911255751847e-33
EBNA1BP2	2.85489467358992	1.51343752082717	5.94386990258932e-35	6.3766851721727e-33
ARL16	3.66795146171648	1.87497454776496	5.9628513989996e-35	6.3766851721727e-33
DSN1	4.12953093882948	2.04597791950041	6.59303441696133e-35	7.02725777640954e-33
PRPF6	2.51901700594625	1.33286086177501	7.07717421858615e-35	7.51838814924322e-33
TONSL	4.79685174939234	2.26208785256389	7.24997940905889e-35	7.67663115783542e-33
PSMB5	2.19584336149829	1.13477514466664	7.77031985610488e-35	8.20061724092328e-33
GBA	4.03562964595706	2.01279378285423	8.23174125347946e-35	8.65919997412583e-33
CORO1B	2.93018743424836	1.5509929519553	8.97631222772449e-35	9.41167799017015e-33
NUSAP1	8.02202598283268	3.0039666389576	9.39447294216386e-35	9.81813927062703e-33
ZFPL1	2.84396510451382	1.50790376318035	9.57275634618215e-35	9.97208589084975e-33
LAGE3	3.71736584358065	1.89428067763927	9.98430267390835e-35	1.03672489925947e-32
TPM3	3.02719499463592	1.59798160834468	1.03456247277404e-34	1.06913695800139e-32
PDRG1	3.03321433972613	1.60084744848436	1.03797096523199e-34	1.06913695800139e-32
CCDC34	4.52838704875247	2.17899727297803	1.03960939406144e-34	1.06913695800139e-32
JTB	2.13781511124101	1.09613708709499	1.18719019395441e-34	1.21702118322288e-32
CYP1A2	0.0142013883319573	-6.13782421485302	1.20896801209932e-34	1.23541178861793e-32
AATF	2.84121048307146	1.50650571348279	1.21980865562868e-34	1.24254496253265e-32
MNF1	3.28280378933152	1.71492852370995	1.23428658543044e-34	1.25332652676405e-32
